YEAR,MO,DY,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DIFF,ALLSKY_KT,ALLSKY_SFC_UV_INDEX,ALLSKY_SFC_UVB,ALLSKY_SFC_UVA,ALLSKY_SFC_PAR_TOT,,
2018,8,12,7.21,7.81,7.31,1.69,0.69,2.23,0.44,17.24,135.24,,
2018,8,13,7.35,8.75,7.4,1.37,0.7,2.37,0.46,17.98,139.34,,
2018,8,14,7.5,9.49,7.53,1.21,0.72,2.4,0.47,18.38,141.89,,
2018,8,15,7.7,10.32,7.71,0.97,0.74,-999,0.48,18.79,143.91,,
2018,8,16,7.47,9.53,7.51,1.16,0.73,2.37,0.46,18.3,140.96,,
2018,8,17,7.4,9.52,7.42,1.12,0.72,2.3,0.45,18.12,140.01,,
2018,8,18,7.51,10.1,7.55,0.97,0.73,2.35,0.46,18.46,141.61,,
2018,8,19,7.63,10.38,7.65,0.91,0.75,2.35,0.46,18.41,141.48,,
2018,8,20,7.35,9.02,7.48,1.36,0.73,2.35,0.46,18.09,138.37,,
2018,8,21,7.54,10.12,7.59,0.98,0.75,2.39,0.47,18.4,140.71,,
2018,8,22,7.47,10.18,7.52,0.93,0.74,2.35,0.46,18.2,139.66,,
2018,8,23,7.58,10.14,7.67,0.98,0.76,2.38,0.47,17.98,138.05,,
2018,8,24,7.3,8.75,7.39,1.52,0.73,2.18,0.43,16.75,131.22,,
2018,8,25,7.21,8.35,7.35,1.64,0.73,2.13,0.42,16.9,131.27,,
2018,8,26,7.36,9.58,7.37,1.14,0.74,2.1,0.41,17.23,133.99,,
2018,8,27,7.37,9.98,7.4,0.99,0.75,2.16,0.43,17.66,136.02,,
2018,8,28,7.2,9.69,7.28,1.07,0.73,2.25,0.45,17.68,135.49,,
2018,8,29,7,8.46,7.29,1.53,0.72,2.23,0.44,17.22,131.43,,
2018,8,30,6.88,7.74,7.32,1.91,0.71,2.2,0.43,16.71,127.5,,
2018,8,31,7.31,10.43,7.31,0.8,0.76,2.29,0.45,17.52,134.54,,
2018,9,1,7.06,9.88,7.04,0.87,0.73,2.15,0.42,17.09,132.31,,
2018,9,2,6.96,9.68,6.94,0.87,0.73,2.09,0.41,16.71,130.06,,
2018,9,3,6.77,9.04,6.77,1.01,0.72,2,0.39,16.21,127.1,,
2018,9,4,6.7,8.75,6.72,1.08,0.71,1.91,0.38,15.84,124.77,,
2018,9,5,6.69,8.94,6.69,1.03,0.71,1.96,0.39,16.05,125.84,,
2018,9,6,6.87,9.44,6.88,0.95,0.73,2.05,0.4,16.16,126.46,,
2018,9,7,6.96,10,6.95,0.81,0.75,2.09,0.41,16.41,127.84,,
2018,9,8,7.04,10.57,7.05,0.66,0.77,2.2,0.43,16.79,129.46,,
2018,9,9,7.1,10.97,7.08,0.58,0.77,2.2,0.43,16.86,129.96,,
2018,9,10,6.98,10.52,7,0.68,0.77,2.1,0.41,16.48,127.43,,
2018,9,11,6.92,10.36,6.95,0.65,0.77,2.09,0.41,16.42,126.87,,
2018,9,12,6.91,10.51,6.9,0.64,0.77,2.05,0.41,16.48,127.2,,
2018,9,13,6.88,10.46,6.86,0.63,0.77,1.95,0.38,16.26,126.01,,
2018,9,14,6.72,10.13,6.71,0.71,0.76,1.95,0.39,16.09,124.71,,
2018,9,15,6.8,10.55,6.79,0.59,0.77,1.95,0.38,16.08,124.59,,
2018,9,16,6.84,10.72,6.82,0.6,0.78,-999,0.38,15.9,123.41,,
2018,9,17,6.76,10.63,6.74,0.58,0.77,2.01,0.39,15.89,123.09,,
2018,9,18,6.67,10.57,6.64,0.56,0.77,2.02,0.4,15.76,122.27,,
2018,9,19,6.66,10.57,6.63,0.57,0.77,1.95,0.38,15.62,121.24,,
2018,9,20,6.54,10.37,6.51,0.58,0.77,1.77,0.35,15.27,119.3,,
2018,9,21,6.32,9.86,6.29,0.64,0.74,1.71,0.34,15.05,117.7,,
2018,9,22,6.35,9.85,6.32,0.69,0.76,1.69,0.34,14.91,116.74,,
2018,9,23,6.32,9.87,6.3,0.7,0.76,1.7,0.34,14.78,115.8,,
2018,9,24,6.14,8.89,6.32,1,0.74,1.73,0.34,14.47,112.27,,
2018,9,25,6.22,9.84,6.19,0.66,0.76,1.62,0.33,14.45,113.78,,
2018,9,26,5.95,8.08,6.1,1.29,0.73,1.55,0.3,13.69,107.9,,
2018,9,27,5.66,7.31,5.97,1.71,0.7,1.53,0.3,13.09,103.71,,
2018,9,28,5.74,7.38,5.95,1.64,0.71,1.61,0.31,13.41,105.43,,
2018,9,29,5.88,9.08,5.91,0.8,0.73,1.62,0.32,13.82,108.78,,
2018,9,30,5.86,8.73,5.94,0.98,0.73,1.52,0.3,13.71,107.55,,
2018,10,1,5.69,8.94,5.75,0.76,0.73,1.46,0.29,13.55,106.67,,
2018,10,2,4.78,5.44,5.62,1.68,0.61,1.35,0.27,11.93,90.96,,
2018,10,3,2.91,1.54,5.48,2.1,0.38,0.93,0.18,8.07,57.83,,
2018,10,4,4.72,6.33,5.58,1.35,0.62,1.19,0.24,11.65,89.71,,
2018,10,5,5.37,8.09,5.61,0.97,0.7,1.39,0.28,12.84,100.38,,
2018,10,6,5.04,6.56,5.57,1.31,0.66,1.28,0.26,12.19,94.19,,
2018,10,7,5.52,8.98,5.65,0.93,0.73,1.27,0.26,12.77,100.95,,
2018,10,8,5.55,9.54,5.5,0.55,0.74,1.32,0.27,12.86,102.38,,
2018,10,9,5.41,8.91,5.39,0.64,0.73,1.27,0.26,12.53,99.9,,
2018,10,10,5.13,7.84,5.26,0.96,0.7,1.15,0.23,11.89,94.71,,
2018,10,11,4.53,6.49,5.26,1.24,0.62,1.02,0.2,10.71,84.08,,
2018,10,12,4.83,7.16,4.98,1,0.67,1.02,0.21,11.18,90.07,,
2018,10,13,5.1,8.26,5.11,0.76,0.71,1.09,0.22,11.72,94.38,,
2018,10,14,5.17,8.99,5.14,0.6,0.73,1.13,0.23,11.84,95.44,,
2018,10,15,5.54,9.96,5.5,0.48,0.79,1.14,0.23,12.06,96.99,,
2018,10,16,5.29,9.4,5.29,0.52,0.76,1.12,0.23,11.88,95.27,,
2018,10,17,5.24,9.34,5.22,0.53,0.76,1.09,0.22,11.52,93.37,,
2018,10,18,5.17,9.25,5.14,0.53,0.76,1.08,0.22,11.4,92.13,,
2018,10,19,4.97,8.66,4.99,0.6,0.73,1.04,0.21,11.07,89.86,,
2018,10,20,5.02,8.97,5.01,0.55,0.75,1.07,0.22,11.14,90.43,,
2018,10,21,4.76,8.21,4.73,0.65,0.72,1.05,0.21,10.69,87.43,,
2018,10,22,4.72,8.09,4.72,0.69,0.72,1.04,0.21,10.51,85.98,,
2018,10,23,4.75,7.94,4.78,0.77,0.73,1.02,0.2,10.48,85.46,,
2018,10,24,4.77,8.66,4.74,0.62,0.73,0.95,0.2,10.44,85.73,,
2018,10,25,4.65,8.35,4.6,0.64,0.73,0.91,0.19,10.29,84.54,,
2018,10,26,4.54,7.58,4.56,0.8,0.71,1.02,0.2,10.16,82.88,,
2018,10,27,4.46,7.89,4.44,0.68,0.71,1.08,0.22,10.19,83.21,,
2018,10,28,4.38,7.37,4.41,0.89,0.7,1.05,0.21,9.91,81.01,,
2018,10,29,4.39,7.48,4.51,0.78,0.71,1.01,0.2,9.97,80.74,,
2018,10,30,4.61,9.04,4.56,0.5,0.75,0.92,0.19,10.04,82.6,,
2018,10,31,4.47,8.03,4.47,0.68,0.73,0.88,0.18,9.79,80.45,,
2018,11,1,3.86,5.37,4.34,1.59,0.64,0.86,0.17,8.91,71.45,,
2018,11,2,4.29,7.43,4.32,0.7,0.72,0.9,0.18,9.64,78.8,,
2018,11,3,4.27,7.35,4.35,0.8,0.72,0.88,0.18,9.61,77.78,,
2018,11,4,3.88,5.2,4.16,1.51,0.66,0.83,0.16,8.8,71.36,,
2018,11,5,4.15,8.23,4.12,0.51,0.71,0.87,0.17,9.32,77,,
2018,11,6,4.26,8.56,4.21,0.5,0.74,0.82,0.16,9.13,76.15,,
2018,11,7,4.21,8.56,4.16,0.47,0.73,0.83,0.17,9.2,76.33,,
2018,11,8,4.19,8.57,4.14,0.49,0.74,0.8,0.16,8.91,74.59,,
2018,11,9,4.37,9.19,4.33,0.43,0.78,0.81,0.16,9.16,76.13,,
2018,11,10,4.12,7.99,4.13,0.7,0.74,0.78,0.16,8.65,72.18,,
2018,11,11,4.03,7.99,3.98,0.54,0.73,0.69,0.14,8.1,69.09,,
2018,11,12,4.17,8.7,4.12,0.48,0.76,0.63,0.12,8.45,71.34,,
2018,11,13,3,2.27,4.03,2.07,0.55,0.56,0.12,6.78,53.01,,
2018,11,14,3.94,7.85,3.89,0.59,0.73,0.65,0.13,8.15,69.03,,
2018,11,15,3.44,4.74,3.64,1.32,0.65,0.59,0.12,7.29,60.9,,
2018,11,16,2.95,3.43,3.51,1.53,0.55,0.52,0.11,6.27,51.99,,
2018,11,17,3.55,6.31,3.61,0.79,0.68,0.59,0.12,7.47,63.19,,
2018,11,18,3.3,5.31,3.46,0.99,0.63,0.54,0.11,6.96,59.04,,
2018,11,19,1.93,0.82,3.52,1.59,0.38,0.38,0.08,4.66,35.13,,
2018,11,20,3.6,7.26,3.54,0.58,0.7,0.55,0.11,7.47,64.05,,
2018,11,21,2.84,3.42,3.47,1.46,0.55,0.53,0.11,6.6,53.01,,
2018,11,22,3.37,7,3.62,0.61,0.66,0.57,0.12,7.41,61.73,,
2018,11,23,2.08,2.24,3.47,1.37,0.41,0.43,0.09,5.33,40.12,,
2018,11,24,2.13,2.96,3.47,1.05,0.43,0.42,0.09,5.21,40.32,,
2018,11,25,2.79,4.49,3.45,0.99,0.56,0.48,0.09,6.23,50.91,,
2018,11,26,3.25,5.86,3.47,0.88,0.66,0.5,0.1,6.96,58.3,,
2018,11,27,2.99,3.55,3.41,1.64,0.61,0.52,0.1,6.73,54.75,,
2018,11,28,1.22,1.14,3.3,0.85,0.25,0.29,0.05,3.32,24.11,,
2018,11,29,1.81,2.39,3.38,0.93,0.38,0.37,0.07,4.46,34.42,,
2018,11,30,2.31,3.36,3.42,1.07,0.48,0.38,0.08,5.42,42.69,,
2018,12,1,2.84,4.97,3.33,0.84,0.59,0.45,0.09,6.33,51.95,,
2018,12,2,2.86,5.1,3.47,0.97,0.6,0.41,0.09,6.31,51.31,,
2018,12,3,3.3,6.7,3.42,0.69,0.7,0.47,0.09,6.91,58.45,,
2018,12,4,1.91,1.55,3.3,1.3,0.41,0.34,0.07,4.64,35.08,,
2018,12,5,1.49,1.55,3.19,0.97,0.32,0.26,0.05,3.76,28.16,,
2018,12,6,0.96,0.58,3.17,0.77,0.2,0.18,0.04,2.7,18.84,,
2018,12,7,2.28,3.84,3.28,0.91,0.49,0.34,0.07,5.25,42.16,,
2018,12,8,2.15,2.57,3.28,1.19,0.47,0.37,0.08,5.09,39.38,,
2018,12,9,2.1,1.29,3.14,1.65,0.45,0.38,0.08,4.99,38.66,,
2018,12,10,0.86,0.6,3.1,0.65,0.19,0.19,0.04,2.39,16.73,,
2018,12,11,1.89,2.26,3.16,1.09,0.41,0.34,0.07,4.48,34.38,,
2018,12,12,2.95,5.95,3.25,0.74,0.65,0.44,0.09,6.34,53.27,,
2018,12,13,3.14,6.65,3.21,0.56,0.69,-999,0.09,6.5,55.69,,
2018,12,14,0.95,0.47,3.08,0.79,0.21,0.2,0.04,2.65,18.27,,
2018,12,15,3.3,7.5,3.27,0.54,0.73,0.41,0.09,6.64,57.44,,
2018,12,16,2.73,3.81,3.14,1.39,0.6,0.39,0.08,6.09,49.8,,
2018,12,17,1.84,2.58,3.12,0.9,0.41,0.29,0.05,4.3,33.87,,
2018,12,18,2.53,4.71,3.2,0.83,0.56,0.37,0.08,5.57,45.7,,
2018,12,19,3.01,5.73,3.24,1.02,0.66,0.46,0.09,6.34,53.64,,
2018,12,20,2.46,2.44,3.2,1.57,0.55,0.45,0.09,5.57,44.54,,
2018,12,21,2.25,3.69,3.13,0.87,0.5,0.4,0.08,5.19,41.8,,
2018,12,22,1.6,2.25,3.1,0.76,0.35,0.28,0.05,3.8,29.2,,
2018,12,23,1.51,1.06,2.98,1.16,0.34,0.28,0.05,3.82,28.37,,
2018,12,24,3.05,6.45,3.08,0.58,0.67,0.45,0.09,6.57,56.2,,
2018,12,25,1.85,2.95,3.21,0.95,0.41,0.3,0.06,4.34,34.03,,
2018,12,26,2.95,5.43,3.29,1.2,0.65,0.39,0.08,6.23,52.21,,
2018,12,27,2.74,5.74,3.29,0.77,0.6,0.38,0.08,5.88,48.88,,
2018,12,28,3.34,7.92,3.43,0.49,0.73,0.4,0.08,6.7,57.49,,
2018,12,29,3.34,7.92,3.33,0.47,0.73,0.41,0.08,6.84,59.15,,
2018,12,30,3.31,7.82,3.28,0.46,0.73,0.45,0.09,6.87,59.23,,
2018,12,31,1.94,3.17,3.23,0.83,0.42,0.28,0.05,4.29,34.3,,
2019,1,1,3.52,8.64,3.47,0.39,0.77,0.4,0.08,6.94,60.2,,
2019,1,2,3.43,8.13,3.39,0.41,0.74,0.42,0.09,6.92,59.81,,
2019,1,3,3.39,7.85,3.35,0.45,0.73,0.46,0.09,6.9,59.66,,
2019,1,4,3.37,7.75,3.34,0.45,0.73,0.47,0.09,6.88,59.39,,
2019,1,5,1.46,0.94,3.13,1.13,0.31,0.3,0.06,3.84,27.8,,
2019,1,6,2.47,3.54,3.26,1.09,0.52,0.45,0.09,5.71,45.53,,
2019,1,7,2.92,5.88,3.28,0.73,0.62,0.5,0.1,6.53,54.2,,
2019,1,8,2.43,1.32,3.1,1.87,0.51,0.5,0.1,5.82,45.25,,
2019,1,9,1.39,0.77,3.2,1.09,0.29,0.33,0.07,3.74,27.04,,
2019,1,10,2.15,2.72,3.44,1.21,0.45,0.41,0.09,5.2,39.77,,
2019,1,11,2.06,1.34,3.32,1.54,0.43,0.41,0.09,5.03,38.07,,
2019,1,12,2.78,4.57,3.34,1.01,0.57,0.46,0.09,6.25,51.31,,
2019,1,13,2.57,2.74,3.42,1.6,0.52,0.45,0.09,5.98,47.14,,
2019,1,14,0.87,0.45,3.35,0.7,0.18,0.2,0.04,2.48,16.96,,
2019,1,15,1.72,1.17,3.37,1.25,0.34,0.35,0.07,4.48,32.82,,
2019,1,16,2.13,1.48,3.41,1.62,0.43,0.41,0.09,5.26,40.03,,
2019,1,17,1.09,0.68,3.49,0.82,0.22,0.27,0.05,3.1,21.47,,
2019,1,18,2.62,3.9,3.54,1.19,0.52,0.52,0.11,6.16,49.03,,
2019,1,19,3.41,5.69,3.56,1.06,0.67,0.7,0.14,7.55,62.76,,
2019,1,20,2.1,1.04,3.49,1.73,0.41,0.55,0.11,5.42,40.13,,
2019,1,21,3.26,5.85,3.82,0.94,0.63,0.62,0.12,7.24,58.96,,
2019,1,22,3.39,5.18,3.89,1.5,0.65,0.56,0.12,7.41,60.6,,
2019,1,23,3.82,7.72,3.82,0.64,0.73,0.61,0.12,8.04,67.96,,
2019,1,24,3.71,6.95,3.8,0.68,0.7,0.65,0.13,8.01,67.23,,
2019,1,25,3.88,7.7,3.88,0.58,0.73,0.62,0.12,8.18,68.99,,
2019,1,26,3.28,2.57,3.85,2.13,0.61,0.59,0.12,7.34,59.6,,
2019,1,27,3.47,5.2,3.83,1.21,0.64,0.66,0.13,7.56,62.57,,
2019,1,28,2.46,1.6,3.78,1.71,0.45,0.59,0.12,5.91,45.66,,
2019,1,29,2.44,2.34,3.78,1.5,0.44,0.62,0.12,5.99,46.17,,
2019,1,30,3.66,5.48,3.86,1.09,0.66,0.77,0.16,8.2,67.26,,
2019,1,31,2.5,2.98,3.83,1.26,0.45,0.52,0.1,6.09,47.45,,
2019,2,1,2.17,0.82,3.86,1.8,0.38,0.54,0.11,5.69,41.45,,
2019,2,2,1.89,2.47,4.1,0.95,0.33,0.46,0.09,4.86,36.55,,
2019,2,3,2.44,2.62,4.15,1.44,0.42,0.55,0.11,6.16,46.31,,
2019,2,4,2.67,3.55,4.23,1.13,0.46,0.52,0.1,6.43,49.94,,
2019,2,5,3.13,3.78,4.39,1.48,0.53,0.56,0.12,7.36,57.01,,
2019,2,6,4.34,8.5,4.5,0.72,0.73,0.71,0.14,9.41,76.92,,
2019,2,7,4.38,7.99,4.5,0.88,0.73,0.74,0.15,9.52,77.82,,
2019,2,8,4.41,8.31,4.47,0.65,0.73,0.73,0.15,9.61,78.72,,
2019,2,9,3.7,5.73,4.52,1.14,0.6,0.71,0.14,8.58,67.76,,
2019,2,10,2.14,2.31,4.56,1.28,0.34,0.48,0.09,5.58,40.88,,
2019,2,11,4.8,9.37,4.77,0.52,0.77,0.77,0.16,10.24,83.88,,
2019,2,12,2.93,1.2,4.73,2.33,0.47,0.65,0.13,7.39,54.22,,
2019,2,13,2.19,0.84,4.32,1.77,0.34,0.63,0.12,6.16,43.52,,
2019,2,14,2.56,2.5,4.64,1.48,0.4,0.7,0.14,6.76,49.4,,
2019,2,15,2.45,2.13,4.74,1.56,0.38,0.61,0.12,6.55,47.63,,
2019,2,16,3.98,5.71,4.87,1.31,0.61,0.8,0.16,9.38,72.9,,
2019,2,17,3.29,3.29,4.87,1.7,0.5,0.6,0.12,8.16,61.48,,
2019,2,18,4,5.3,5.08,1.47,0.6,0.66,0.13,9.41,72.27,,
2019,2,19,5.18,9.54,5.18,0.6,0.77,0.81,0.16,11.41,91.29,,
2019,2,20,3.1,1.69,4.94,2.26,0.46,0.65,0.13,8.1,58.84,,
2019,2,21,2.67,2.61,5.12,1.47,0.39,0.52,0.11,6.89,50.51,,
2019,2,22,5.25,9.61,5.32,0.71,0.77,0.84,0.16,11.49,92.45,,
2019,2,23,4.86,6.71,5.26,1.44,0.7,1.12,0.23,11.07,87.16,,
2019,2,24,5.15,8.59,5.15,0.82,0.73,1.12,0.23,11.42,92.45,,
2019,2,25,5.11,7.71,5.15,0.9,0.72,1.16,0.23,11.56,92.62,,
2019,2,26,3.43,2.08,5.16,2.4,0.48,1.02,0.2,8.66,64.41,,
2019,2,27,2.6,2,4.99,1.53,0.36,0.88,0.16,6.9,50.79,,
2019,2,28,4.3,5.51,5.21,1.46,0.59,1.27,0.24,10.25,79.82,,
2019,3,1,2.16,0.79,5.18,1.73,0.3,0.83,0.16,6.13,42.93,,
2019,3,2,3.63,4.13,5.37,1.6,0.49,1.23,0.23,9.29,69.81,,
2019,3,3,4.23,5.35,5.48,1.64,0.57,1.21,0.23,10.38,79.34,,
2019,3,4,2.96,1.72,5.56,2.08,0.39,0.9,0.17,7.84,56.29,,
2019,3,5,1.89,0.73,5.22,1.51,0.25,0.57,0.11,5.36,37.8,,
2019,3,6,4.01,3.47,5.59,2.27,0.52,0.98,0.2,10.15,76.1,,
2019,3,7,4,3.9,5.71,2.03,0.52,0.94,0.19,10,74.95,,
2019,3,8,4.63,6.12,5.86,1.51,0.59,0.91,0.19,10.88,84.01,,
2019,3,9,5.05,4.87,5.87,2.4,0.65,1.2,0.23,12.02,92.23,,
2019,3,10,5.23,5.76,5.93,1.85,0.66,1.08,0.22,12.27,94.82,,
2019,3,11,5.37,6.32,5.97,1.76,0.67,0.99,0.2,12.48,97.15,,
2019,3,12,6.02,9.58,6.09,0.68,0.75,1.22,0.24,13.86,109.05,,
2019,3,13,6.35,10.42,6.31,0.64,0.78,1.48,0.3,14.2,112.22,,
2019,3,14,6.32,10.43,6.29,0.58,0.77,1.44,0.29,14.26,112.82,,
2019,3,15,6.36,10.51,6.33,0.55,0.77,1.35,0.27,14.38,113.73,,
2019,3,16,6.41,10.49,6.4,0.58,0.77,1.29,0.26,14.52,114.48,,
2019,3,17,6.27,9.78,6.28,0.7,0.75,1.38,0.28,14.33,113.45,,
2019,3,18,6.18,9.36,6.25,0.79,0.73,1.6,0.32,14.41,113.35,,
2019,3,19,3.68,1.5,6.07,2.73,0.44,1.14,0.22,9.42,69.52,,
2019,3,20,3.8,2.86,6.22,2.18,0.45,0.95,0.19,9.82,72.84,,
2019,3,21,4.53,4.2,6.31,2.09,0.53,1.06,0.21,11.1,83.84,,
2019,3,22,5.42,4.27,6.3,2.85,0.62,1.34,0.27,13.06,100.46,,
2019,3,23,3.02,1.93,6.31,2.11,0.34,0.94,0.19,8.16,58.9,,
2019,3,24,6.5,9.2,6.6,1.04,0.74,1.54,0.31,14.77,116.68,,
2019,3,25,6.6,9.29,6.64,1.08,0.75,1.65,0.33,14.97,118.34,,
2019,3,26,6.2,7.16,6.57,1.67,0.7,1.55,0.31,14.61,113.76,,
2019,3,27,4.38,3.67,6.63,2.12,0.49,1.24,0.25,11.32,83.55,,
2019,3,28,6.18,7.89,6.91,1.41,0.69,1.71,0.34,14.83,113.3,,
2019,3,29,6.09,8.18,6.95,1.41,0.67,1.55,0.31,14.39,111.06,,
2019,3,30,6.83,9.83,6.85,0.85,0.75,1.62,0.33,15.88,124.65,,
2019,3,31,6.8,9.49,6.83,0.86,0.74,1.73,0.34,16.01,125.23,,
2019,4,1,5.8,4.19,6.66,2.83,0.62,1.66,0.33,14.23,108.79,,
2019,4,2,6.49,8.5,6.88,1.33,0.7,1.55,0.31,15.47,120.14,,
2019,4,3,5.45,3.44,6.81,3.29,0.59,1.47,0.29,13.34,101.34,,
2019,4,4,3.75,1.36,6.78,2.8,0.4,1.22,0.24,10.12,72.56,,
2019,4,5,4.53,3.41,6.89,2.81,0.48,1.22,0.24,11.62,86.54,,
2019,4,6,6.91,9.04,7.02,1.3,0.73,1.72,0.34,16.63,128.94,,
2019,4,7,6.24,5.88,7.07,2.38,0.66,1.91,0.38,15.38,116.93,,
2019,4,8,5.6,3.1,6.96,3.58,0.59,1.79,0.35,14.13,106.34,,
2019,4,9,6.14,7.24,7.46,1.42,0.63,1.81,0.36,15.01,112.36,,
2019,4,10,7.71,11.58,7.69,0.64,0.8,1.7,0.34,17.59,136.53,,
2019,4,11,5.42,3.42,7.38,3.63,0.55,1.37,0.27,13.49,100.48,,
2019,4,12,7.34,10.21,7.52,1.01,0.75,1.65,0.33,17.3,133.45,,
2019,4,13,7.29,9.67,7.51,1.19,0.74,1.77,0.36,17.34,133.63,,
2019,4,14,7.53,10.83,7.52,0.74,0.76,1.95,0.39,17.97,138.88,,
2019,4,15,7.03,7.56,7.4,2.12,0.7,1.88,0.38,16.95,130.23,,
2019,4,16,5.16,5.09,7.54,2.06,0.52,1.44,0.29,13.04,96.29,,
2019,4,17,7.6,10.68,7.59,0.83,0.76,1.88,0.38,17.95,139.45,,
2019,4,18,6.98,7,7.49,2.86,0.69,1.98,0.4,16.63,129.45,,
2019,4,19,6.49,5.8,7.41,2.6,0.64,2.02,0.4,16.05,122.2,,
2019,4,20,6.81,7.55,7.55,2.14,0.66,1.99,0.4,16.49,126.76,,
2019,4,21,7.85,11.05,7.88,0.84,0.77,1.97,0.4,18.61,143.3,,
2019,4,22,7.84,11.17,7.87,0.73,0.77,1.95,0.39,18.62,143.6,,
2019,4,23,7.8,10.76,7.82,0.81,0.76,1.98,0.4,18.66,143.87,,
2019,4,24,7.7,10.4,7.7,0.92,0.74,2.12,0.42,18.41,142.75,,
2019,4,25,7.59,9.9,7.76,0.96,0.73,2.24,0.45,18.53,141.96,,
2019,4,26,7.71,10.34,7.79,0.93,0.73,2.38,0.47,18.93,144.97,,
2019,4,27,7.33,8.13,7.93,2.41,0.7,2.12,0.42,17.69,135.71,,
2019,4,28,7.19,8.25,7.94,1.58,0.68,2.11,0.42,17.79,133.77,,
2019,4,29,5.62,4.87,7.82,2.57,0.53,1.63,0.33,14.38,106.85,,
2019,4,30,7.51,9.82,8.08,1.27,0.71,1.95,0.39,18.16,138.59,,
2019,5,1,7.88,9.94,8.03,1.24,0.74,2.02,0.41,18.68,144.14,,
2019,5,2,8.12,11,8.13,0.91,0.76,2.02,0.41,18.95,147.02,,
2019,5,3,8.05,10.17,8.17,1.32,0.75,2.05,0.41,18.91,146.04,,
2019,5,4,8.24,11.12,8.26,0.91,0.77,2.07,0.41,19.33,149.05,,
2019,5,5,7.52,9.13,8.21,1.39,0.7,2.03,0.41,18.27,138.48,,
2019,5,6,6.43,5.65,7.98,2.46,0.59,1.7,0.34,16.03,119.99,,
2019,5,7,8.06,10.45,8.1,1.02,0.74,1.99,0.4,19.32,149.02,,
2019,5,8,7.97,9.61,8.04,1.53,0.73,2.01,0.41,19.09,147.64,,
2019,5,9,7.36,8.02,7.84,1.72,0.67,1.94,0.39,17.73,136.81,,
2019,5,10,4.62,2.95,7.87,2.71,0.42,1.3,0.26,12.11,89.02,,
2019,5,11,7.89,9.76,7.96,1.21,0.72,1.85,0.38,19.02,147.45,,
2019,5,12,8.01,9.96,8.05,1.18,0.73,1.99,0.4,19.16,148.66,,
2019,5,13,8.05,9.91,8.2,1.4,0.73,2.09,0.42,19.32,149.05,,
2019,5,14,8.08,9.56,8.45,1.77,0.73,2.29,0.45,19.57,148.6,,
2019,5,15,5.26,2.41,8.18,3.44,0.48,1.78,0.36,13.93,100.73,,
2019,5,16,5.53,4.82,8.4,2.13,0.5,1.68,0.34,14.26,104.27,,
2019,5,17,7.01,7.72,8.54,2,0.63,1.87,0.38,17.09,128.27,,
2019,5,18,5,4,8.31,2.21,0.45,1.5,0.3,12.79,94.53,,
2019,5,19,5.13,3.9,8.36,2.37,0.46,1.61,0.32,13.4,97.55,,
2019,5,20,6.25,5.92,8.41,2.55,0.55,1.47,0.29,15.36,114.97,,
2019,5,21,5.56,4.02,8.5,2.98,0.49,1.59,0.32,14.38,104.62,,
2019,5,22,5.03,3.35,8.46,2.99,0.45,1.38,0.27,13.12,95.3,,
2019,5,23,5.52,3.53,8.08,3.12,0.49,1.45,0.29,14.33,105.52,,
2019,5,24,7.9,9.18,8.43,1.45,0.7,2.23,0.45,19.6,148.27,,
