-BEGIN HEADER-,,,,,,,,,,,San Francisco
2022,4,20,6.48,6.36,7.45,2.07,0.64,1.86,0.37,15.93,121.55
2022,4,21,5.31,3.4,7.23,3.1,0.52,1.4,0.28,13.12,98.93
2022,4,22,7.27,8.96,7.63,1.49,0.71,1.6,0.32,16.95,133.03
2022,4,23,7.68,9.82,7.75,1.15,0.75,1.94,0.39,17.81,139.98
2022,4,24,7.36,8.29,7.74,1.76,0.72,1.88,0.38,17.22,134.39
2022,4,25,7.38,8.65,7.57,1.63,0.71,2.02,0.41,17.48,137.3
2022,4,26,7.69,9.24,7.83,1.34,0.74,2.08,0.41,17.72,138.91
2022,4,27,7.62,8.08,7.91,2.1,0.73,1.8,0.36,17.41,136.88
2022,4,28,7.89,10.11,7.96,1.15,0.75,1.89,0.38,18.34,143.68
2022,4,29,7.92,9.79,8.04,1.39,0.75,1.91,0.38,18.15,142.56
2022,4,30,6.56,6.56,7.77,2.34,0.62,1.78,0.36,16.22,123.88
2022,5,1,8.1,11.15,8.13,0.9,0.77,1.98,0.4,18.97,148.27
2022,5,2,6.67,6.01,7.98,2.59,0.62,1.71,0.34,16.03,122.26
2022,5,3,8.28,11.62,8.32,0.77,0.77,2.05,0.41,19.23,150.04
2022,5,4,6.45,5.78,8.06,2.52,0.6,1.77,0.35,15.94,120.31
2022,5,5,6.01,2.47,7.8,4.2,0.56,1.71,0.34,15.14,113.66
2022,5,6,5.6,3.68,7.87,3.17,0.52,1.89,0.38,14.91,109.13
2022,5,7,8.04,9.66,8.32,1.32,0.74,2.37,0.47,19.38,149.11
2022,5,8,7.48,8.63,8.27,2.01,0.69,2.06,0.41,17.84,137.57
2022,5,9,8.04,9.68,8.33,1.6,0.74,1.96,0.39,18.91,146.74
2022,5,10,8.32,11.14,8.44,0.95,0.77,1.78,0.36,19.53,152.08
2022,5,11,8.38,11.35,8.45,0.77,0.77,1.81,0.37,19.79,153.91
2022,5,12,7.68,8.44,8.18,2.18,0.7,1.83,0.37,18.26,142.3
2022,5,13,7.78,9.06,8.16,1.64,0.7,2.12,0.42,19.36,148.68
2022,5,14,7.17,6.47,8.26,2.71,0.65,-999,0.41,17.85,135.91
2022,5,15,6.4,5.14,8.26,2.73,0.58,-999,0.38,16.33,121.97
2022,5,16,6.86,5.86,8.55,3,0.62,2.1,0.42,17.1,128.12
2022,5,17,8.57,10.92,8.71,1.1,0.77,2.39,0.48,20.02,155.21
2022,5,18,8.42,11.24,8.45,0.94,0.76,2.32,0.46,20.12,156.79
2022,5,19,8.49,11.5,8.54,0.86,0.76,2.38,0.48,20.3,157.85
2022,5,20,8.73,11.94,8.79,0.76,0.78,2.34,0.47,20.45,158.76
2022,5,21,8.63,11.48,8.71,0.99,0.77,2.29,0.46,20.28,157.62
2022,5,22,8.51,11.45,8.55,0.78,0.76,2.23,0.45,20.53,159.18
2022,5,23,8.48,11.25,8.51,0.93,0.75,2.33,0.46,20.33,158.33
2022,5,24,8.51,11.29,8.56,0.98,0.75,2.38,0.47,20.14,157.41
2022,5,25,6.96,7.18,8.21,2.15,0.62,2.02,0.4,16.9,130.55
2022,5,26,4.55,1.99,8.19,3.18,0.4,1.52,0.3,12.41,88.72
2022,5,27,5.01,2.58,8.25,3.1,0.44,1.63,0.33,13.32,96.78
2022,5,28,6.36,4.41,8.38,3.07,0.56,2.01,0.4,16.46,121.09
2022,5,29,8.86,12.29,8.89,0.71,0.78,2.33,0.47,20.99,162.8
2022,5,30,8.88,12.16,8.92,0.75,0.78,2.4,0.48,20.99,162.66
2022,5,31,8.72,11.46,8.82,1.09,0.77,2.36,0.47,20.64,159.88
2022,6,1,7.98,9.41,8.75,1.59,0.7,2.41,0.48,19.68,149.62
2022,6,2,7.27,7.08,8.5,2.45,0.63,2.23,0.45,18.39,138.42
2022,6,3,6.08,3.2,8.44,3.84,0.53,1.9,0.38,15.95,117.27
2022,6,4,4.72,1.55,8.22,3.55,0.41,1.73,0.34,13.33,94.9
2022,6,5,4.98,2.35,8.31,3.34,0.43,1.88,0.38,13.91,99.55
2022,6,6,8.74,11.07,8.87,1.18,0.76,2.57,0.51,20.73,160.34
2022,6,7,7.42,6.98,8.78,2.6,0.64,2.17,0.44,18.2,137.31
2022,6,8,7,5.42,8.51,3.14,0.61,2.2,0.44,17.91,134.17
2022,6,9,8.26,9.14,8.55,1.6,0.72,2.66,0.52,20.7,158.02
2022,6,10,8.34,10.11,8.66,1.43,0.72,2.77,0.54,20.77,158.88
2022,6,11,8.15,9.09,8.53,1.94,0.7,2.8,0.55,20.77,158.02
2022,6,12,5.75,4.91,8.48,3.02,0.5,2.01,0.4,15.5,113.2
2022,6,13,9.05,12.6,9.1,0.73,0.78,2.69,0.53,21.48,165.74
2022,6,14,8.85,12.37,8.9,0.7,0.77,2.73,0.54,21.56,166.17
2022,6,15,8.69,11.14,8.86,1.32,0.75,2.77,0.55,21.03,162.04
2022,6,16,8.47,9.65,8.98,1.36,0.73,2.71,0.53,20.78,157.54
2022,6,17,8.28,9.98,8.81,1.49,0.72,2.34,0.47,20.4,155.66
2022,6,18,8.87,12.01,8.95,0.84,0.77,2.22,0.45,21.23,164.11
2022,6,19,8.74,11.86,8.9,0.91,0.76,-999,0.45,21,162.59
2022,6,20,8.74,11.69,8.83,0.83,0.76,2.39,0.48,21.27,163.99
2022,6,21,8.72,11.54,8.78,0.9,0.75,2.24,0.45,20.83,161.8
2022,6,22,6.64,5.55,8.4,2.72,0.57,1.82,0.37,16.6,126.18
2022,6,23,6.81,5.56,8.37,2.89,0.59,2.02,0.41,17.47,131.59
2022,6,24,7.9,7.73,8.84,2.67,0.68,2.39,0.48,19.1,145.64
2022,6,25,6.75,6.5,8.88,2.35,0.59,2.28,0.45,17.29,127.46
2022,6,26,6.47,5.62,8.91,2.51,0.56,2.31,0.45,16.53,121.76
2022,6,27,6.78,6,8.89,2.46,0.59,2.51,0.49,17.25,127.27
2022,6,28,8.6,10.62,8.8,1.3,0.74,2.93,0.56,20.81,160.27
2022,6,29,6.36,5.44,8.94,2.42,0.55,2.3,0.45,16.54,120.44
2022,6,30,5.87,4.8,8.86,2.51,0.51,2.05,0.41,15.53,112.45
2022,7,1,6.04,4.83,8.76,2.55,0.52,2.11,0.42,15.84,115.39
2022,7,2,5.04,2.74,8.73,3.03,0.44,1.88,0.38,14.05,99.23
2022,7,3,5.79,4.63,8.6,2.72,0.5,1.94,0.39,15.42,112.45
2022,7,4,5.39,3.02,8.35,3.27,0.47,1.86,0.38,15.07,107.56
2022,7,5,7.1,6.63,8.53,2.61,0.62,2.23,0.45,18.48,137.35
2022,7,6,6.37,4.84,8.61,3.17,0.55,2.12,0.42,16.94,123.66
2022,7,7,7.94,8.8,8.7,1.76,0.7,2.66,0.52,20.15,151.4
2022,7,8,7.4,7.12,8.65,2.55,0.65,2.56,0.5,18.94,141.21
2022,7,9,7.22,7.49,8.66,2.29,0.63,2.45,0.48,18.52,138.2
2022,7,10,7.27,6.88,8.63,2.41,0.64,2.39,0.48,18.48,137.74
2022,7,11,6.73,6.14,8.5,2.61,0.59,2.23,0.45,17.16,128.45
2022,7,12,6.51,5.02,8.51,2.86,0.57,2.31,0.45,17.08,125.57
2022,7,13,6.67,5.93,8.55,2.42,0.59,2.33,0.46,17.29,127.47
2022,7,14,7.96,9.43,8.65,1.48,0.7,2.64,0.52,19.84,149.91
2022,7,15,7.4,6.84,8.7,2.69,0.66,2.46,0.48,18.4,138.06
2022,7,16,7.87,8.16,8.58,2.37,0.7,2.68,0.52,19.65,148.8
2022,7,17,7.25,7.78,8.49,2.12,0.65,2.46,0.48,18.31,138.13
2022,7,18,8,8.66,8.3,2.17,0.71,2.52,0.49,19.51,150.91
2022,7,19,6.31,5.6,8.44,2.36,0.56,2.13,0.42,16.16,119.95
2022,7,20,6.62,5.47,8.55,2.75,0.59,2.26,0.45,16.94,125.22
2022,7,21,6.43,5.48,8.48,2.61,0.58,2.27,0.45,16.66,122.77
2022,7,22,7.99,9.5,8.56,1.58,0.72,2.74,0.53,19.87,150.36
2022,7,23,6.21,5.53,8.62,2.35,0.56,2.23,0.44,16.16,117.8
2022,7,24,5.97,5.25,8.48,2.31,0.54,2.06,0.41,15.66,114.07
2022,7,25,6.41,5.11,8.28,2.76,0.58,2.23,0.45,16.8,123.77
2022,7,26,6.83,5.55,8.21,2.98,0.62,2.3,0.45,17.3,129.87
2022,7,27,6.8,5.52,8.06,2.88,0.62,2.23,0.44,16.9,128.26
2022,7,28,5.89,3.68,7.72,3.22,0.54,2.03,0.41,15.1,113.92
2022,7,29,5.81,4.13,7.71,2.93,0.53,1.98,0.39,15.16,113.45
2022,7,30,5.29,3.02,7.58,3.1,0.48,1.81,0.36,13.85,103.41
2022,7,31,5.73,3.56,7.4,3.16,0.53,1.83,0.37,14.39,110.52
2022,8,1,4.44,2.86,7.44,2.59,0.41,1.56,0.31,12.12,88.71
2022,8,2,6.37,5.1,7.59,2.95,0.59,2.13,0.42,16.27,123.62
2022,8,3,5.88,5.16,7.76,2.35,0.55,2.11,0.41,15.55,115.02
2022,8,4,6.43,5.05,7.6,2.86,0.6,2.25,0.45,16.58,125.11
2022,8,5,6.39,4.87,7.8,2.94,0.6,2.23,0.45,16.68,124.16
2022,8,6,6.14,6.03,7.93,2.18,0.58,2.16,0.43,15.89,118.21
2022,8,7,6.99,7.7,7.99,1.87,0.66,2.4,0.47,17.67,133.2
2022,8,8,7.52,9.36,7.93,1.28,0.71,2.49,0.48,18.75,143.11
2022,8,9,7.86,10.6,7.93,0.86,0.75,2.45,0.48,19.26,148.62
2022,8,10,7.8,10.6,7.93,0.84,0.74,2.4,0.48,19.15,147.53
2022,8,11,7.32,8.6,7.9,1.52,0.7,2.34,0.46,18.13,138.16
2022,8,12,7.89,10.97,7.95,0.83,0.76,2.48,0.48,19.01,147.2
2022,8,13,7.85,10.64,7.94,0.92,0.76,2.45,0.48,18.84,145.84
2022,8,14,7.42,8.69,7.88,1.47,0.72,2.28,0.45,18.1,138.22
2022,8,15,6.47,7.29,7.77,1.8,0.63,2.02,0.4,16.14,121.64
2022,8,16,6.39,5.8,7.53,2.55,0.62,2.07,0.41,16.02,121.53
2022,8,17,4.89,2.89,7.21,3.03,0.48,1.66,0.33,12.8,94.97
2022,8,18,5.93,5.13,7.34,2.44,0.59,1.89,0.38,15.16,114.29
2022,8,19,5.98,5.61,7.63,2.33,0.59,1.86,0.37,15.16,113.27
2022,8,20,6.27,6.31,7.54,2.3,0.62,1.91,0.38,15.62,118.23
2022,8,21,5.39,5.21,7.57,2.01,0.54,1.74,0.34,13.77,102.08
2022,8,22,6.88,7.69,7.46,1.91,0.7,2.05,0.41,17.02,130.11
2022,8,23,5.86,5.74,7.49,2.16,0.59,1.89,0.38,15,111.49
2022,8,24,5.27,4.91,7.37,2.02,0.54,1.8,0.35,13.76,101.23
2022,8,25,5.33,4.73,7.28,2.22,0.55,1.73,0.34,13.73,102.09
2022,8,26,5.51,5.01,7.33,2.21,0.56,1.77,0.35,14.23,105.39
2022,8,27,5.81,5.69,7.23,2.18,0.6,1.76,0.35,14.71,110.52
2022,8,28,4.82,4.43,7.22,1.9,0.5,1.49,0.3,12.51,92.01
2022,8,29,6.17,7.24,7.05,1.47,0.64,1.77,0.35,15.29,117.1
2022,8,30,6.8,8.15,7.13,1.56,0.71,1.97,0.39,16.18,125.98
2022,8,31,6.73,8.29,7.2,1.35,0.71,2.12,0.41,16.38,125.55
2022,9,1,5.72,5.83,7.11,2.07,0.61,1.88,0.37,14.23,107.52
2022,9,2,5.57,6.41,6.93,1.64,0.59,1.81,0.36,13.94,106.08
2022,9,3,7.01,10.31,7,0.71,0.75,2.07,0.41,16.61,130.76
2022,9,4,6.84,9.9,6.84,0.78,0.73,2.02,0.4,16.45,129.38
2022,9,5,6.62,9.3,6.61,0.85,0.72,1.98,0.39,16.09,126.98
2022,9,6,6.61,9.34,6.62,0.83,0.72,1.99,0.39,16.16,126.85
2022,9,7,6.46,8.88,6.5,0.97,0.71,1.9,0.38,15.6,123.48
2022,9,8,6.56,9.33,6.56,0.8,0.73,1.98,0.39,15.85,124.87
2022,9,9,6.49,8.71,6.5,0.98,0.72,1.94,0.38,15.34,121.33
2022,9,10,3.62,1.42,6.09,2.71,0.41,1.24,0.24,9.57,70.86
2022,9,11,4.2,2.26,6.02,2.76,0.48,1.4,0.27,10.96,82.12
2022,9,12,4.28,3.48,6.19,2.06,0.48,1.33,0.26,10.91,81.6
2022,9,13,5.61,6.57,6.4,1.6,0.64,1.6,0.32,13.62,105.57
2022,9,14,4.97,4.55,6.37,2.32,0.57,1.48,0.29,12.56,94.53
2022,9,15,5.27,5.39,6.33,2,0.61,1.45,0.29,12.98,99.26
2022,9,16,6.23,9.01,6.33,0.84,0.73,1.55,0.31,14.73,116.71
2022,9,17,5.59,6.2,6.3,1.78,0.66,1.48,0.3,13.47,104.29
2022,9,18,2.57,1.75,6.03,1.63,0.3,0.8,0.16,7.34,51.48
2022,9,19,5.61,7.1,6.09,1.62,0.67,1.38,0.27,13.41,105.34
2022,9,20,4.14,3.15,6.02,2.35,0.5,1.17,0.23,10.81,79.95
2022,9,21,4.72,5.77,5.91,1.31,0.57,1.23,0.25,11.66,89.62
2022,9,22,6.13,9.92,6.11,0.58,0.75,1.55,0.31,14.34,114.51
2022,9,23,5.88,8.79,6.02,0.94,0.72,1.61,0.32,13.88,110.14
2022,9,24,5.61,7.69,5.99,1.31,0.7,1.52,0.3,13.15,103.82
2022,9,25,4.42,4.4,5.93,1.86,0.55,1.34,0.27,11.16,83.71
2022,9,26,4.02,4.13,5.97,1.58,0.51,1.23,0.24,10.11,75.2
2022,9,27,4.76,5.68,5.81,1.52,0.6,1.42,0.28,11.71,89.79
2022,9,28,4.98,5.5,5.69,1.91,0.64,1.47,0.28,12.24,94.91
2022,9,29,5.71,9.25,5.72,0.67,0.73,1.44,0.29,13.27,106.5
2022,9,30,4.6,5.76,5.65,1.53,0.6,1.21,0.24,11.18,86.61
2022,10,1,3.12,2.93,5.53,1.46,0.41,0.91,0.18,8.21,60.22
2022,10,2,4.34,4.82,5.49,1.79,0.57,1.1,0.22,10.56,81.55
2022,10,3,5.53,9.36,5.51,0.59,0.73,1.26,0.26,12.66,102.59
2022,10,4,3.53,4.1,5.45,1.28,0.48,0.96,0.2,8.8,66.21
2022,10,5,3.83,4.35,5.41,1.49,0.52,1.05,0.21,9.45,71.8
2022,10,6,3.72,3.72,5.29,1.69,0.51,1.05,0.2,9.11,69.34
2022,10,7,4.03,4.65,5.15,1.6,0.55,1.07,0.21,9.68,75.57
2022,10,8,3.45,3.65,5.07,1.51,0.48,0.91,0.18,8.49,65.12
2022,10,9,3.2,3.22,5.03,1.55,0.45,0.87,0.17,8.08,61.04
2022,10,10,3.29,3.57,5.06,1.44,0.47,0.9,0.18,8.28,62.38
2022,10,11,3.29,3.67,5.09,1.36,0.47,0.84,0.16,8.16,61.5
2022,10,12,3.02,3.08,4.97,1.39,0.44,0.84,0.16,7.63,57.08
2022,10,13,3.12,3.22,4.83,1.43,0.45,0.87,0.17,7.73,58.92
2022,10,14,2.93,3.28,4.93,1.28,0.43,0.81,0.16,7.3,54.8
2022,10,15,2.05,1.72,4.86,1.17,0.3,0.62,0.12,5.57,39.61
2022,10,16,1.77,1.17,4.78,1.29,0.27,0.55,0.11,4.98,34.45
2022,10,17,4.31,5.53,4.64,1.43,0.65,0.99,0.2,9.95,80.31
2022,10,18,4.02,5.11,4.6,1.57,0.62,0.93,0.19,9.33,74.8
2022,10,19,4.59,7.78,4.59,0.74,0.71,0.97,0.2,10.24,84.77
2022,10,20,3.27,4.25,4.54,1.21,0.51,0.77,0.16,7.82,61.07
2022,10,21,2.6,2.9,4.54,1.16,0.41,0.64,0.13,6.55,49.1
2022,10,22,3.91,3,4.63,2.53,0.62,0.93,0.18,9.23,72.21
2022,10,23,4.73,9.12,4.68,0.52,0.76,0.93,0.19,10.23,85.26
2022,10,24,4.52,8.68,4.47,0.49,0.73,0.93,0.19,10.07,84.01
2022,10,25,4.34,7.8,4.4,0.74,0.71,0.91,0.19,9.7,80.51
2022,10,26,4.42,8.26,4.42,0.51,0.73,0.85,0.17,9.77,81.48
2022,10,27,4.41,8.61,4.37,0.47,0.73,0.78,0.16,9.63,80.76
2022,10,28,3.29,3.06,4.16,2.07,0.55,0.7,0.14,7.6,60.38
2022,10,29,3.95,5.66,4.18,1.3,0.67,0.77,0.16,8.72,72.03
2022,10,30,2.81,3.52,4.13,1.18,0.48,0.58,0.12,6.71,52.14
2022,10,31,2.86,2.07,3.94,1.99,0.49,0.62,0.12,6.76,52.72
2022,11,1,2.5,3.52,3.96,1.06,0.44,0.51,0.1,5.97,46.95
2022,11,2,3.33,5.66,4.09,1.05,0.59,0.58,0.12,7.5,60.95
2022,11,3,4.15,8.38,4.12,0.48,0.74,0.65,0.13,8.8,74.94
2022,11,4,2.86,1.75,3.89,2.12,0.52,0.64,0.12,7.01,53.86
2022,11,5,1.7,0.86,3.78,1.34,0.3,0.48,0.09,4.8,33.59
2022,11,6,3.02,2.91,3.79,1.78,0.55,0.7,0.14,7.17,56.51
2022,11,7,3.34,5.72,3.88,0.94,0.62,0.61,0.12,7.43,61.08
2022,11,8,2.27,2.5,3.83,1.25,0.42,0.4,0.08,5.56,42.55
2022,11,9,3.59,6.78,3.79,0.73,0.68,0.49,0.09,7.72,65.18
2022,11,10,3.84,8.07,3.81,0.51,0.73,0.55,0.11,8,68.95
2022,11,11,3.21,3.14,3.64,1.85,0.62,0.52,0.11,7.02,57.76
2022,11,12,3.68,7.59,3.67,0.54,0.72,0.54,0.11,7.74,66.45
2022,11,13,3.8,8.26,3.78,0.45,0.74,0.52,0.1,7.75,66.99
2022,11,14,3.6,7.22,3.61,0.57,0.71,0.52,0.1,7.52,64.68
2022,11,15,3.66,7.85,3.64,0.48,0.73,0.49,0.1,7.46,64.76
2022,11,16,3.73,7.98,3.72,0.5,0.75,0.52,0.1,7.4,64.34
2022,11,17,2.89,3.7,3.56,1.36,0.59,0.47,0.09,6.24,50.83
2022,11,18,3.52,7.43,3.53,0.52,0.72,0.47,0.09,7.2,62.28
2022,11,19,3.53,7.31,3.53,0.55,0.73,0.45,0.09,7.09,61.65
2022,11,20,3.51,7.58,3.49,0.52,0.73,0.45,0.09,6.98,61.05
2022,11,21,3.04,3.45,3.43,1.67,0.64,0.48,0.09,6.46,53.41
2022,11,22,2.86,3.69,3.25,1.44,0.6,0.42,0.09,6.21,51.55
2022,11,23,2.99,5.71,3.3,0.79,0.64,0.45,0.09,6.35,54.02
2022,11,24,3.33,7.54,3.31,0.47,0.71,0.5,0.1,6.8,59.52
2022,11,25,3.08,5.64,3.26,0.9,0.66,0.47,0.09,6.26,53.77
2022,11,26,2.87,5.16,3.11,0.89,0.62,0.43,0.09,6.01,51.46
2022,11,27,2.4,2.47,3.14,1.4,0.53,0.35,0.07,5.27,42.73
2022,11,28,2.8,4.17,3.15,1.35,0.62,0.37,0.08,6.09,50.85
2022,11,29,3.22,7.44,3.23,0.45,0.72,0.38,0.08,6.46,56.8
2022,11,30,2.99,6.28,3.04,0.6,0.67,0.39,0.08,6.24,54.48
2022,12,1,0.73,0.45,3.01,0.58,0.16,0.15,0.03,2.15,14.23
2022,12,2,3.23,7.3,3.22,0.52,0.73,0.37,0.07,6.36,56.07
2022,12,3,0.99,0.67,2.97,0.76,0.23,0.19,0.04,2.78,19.16
2022,12,4,2.56,4.72,3.03,0.83,0.59,0.34,0.07,5.55,46.69
2022,12,5,2.73,5.6,3,0.74,0.62,0.34,0.07,5.75,49.2
2022,12,6,2.18,3.64,2.93,0.9,0.51,0.28,0.05,4.83,39.54
2022,12,7,2.92,6.54,2.96,0.57,0.68,0.31,0.06,5.91,51.9
2022,12,8,1.58,0.75,2.83,1.33,0.37,0.23,0.05,4.03,29.67
2022,12,9,2.01,2.39,2.89,1.24,0.47,0.26,0.05,4.53,35.91
2022,12,10,0.97,0.68,2.79,0.76,0.23,0.17,0.04,2.71,18.99
2022,12,11,2.13,3,2.96,1.05,0.5,0.27,0.05,4.8,38.72
2022,12,12,2.8,5.84,2.98,0.73,0.66,0.27,0.05,5.75,49.8
2022,12,13,3,7.01,2.97,0.47,0.71,0.34,0.06,5.99,53.23
2022,12,14,2.87,6.02,2.89,0.69,0.68,0.35,0.07,5.7,50.4
2022,12,15,2.74,4.49,2.9,1,0.66,0.35,0.07,5.59,47.98
2022,12,16,2.97,6.86,2.93,0.51,0.71,0.34,0.07,5.7,50.9
2022,12,17,2.97,6.87,2.93,0.52,0.71,0.31,0.06,5.66,50.62
2022,12,18,2.88,6.6,2.86,0.53,0.69,0.31,0.06,5.61,50
2022,12,19,1.72,1.04,2.72,1.34,0.41,0.27,0.05,3.96,30.62
2022,12,20,2.26,3.81,2.71,0.88,0.54,0.33,0.07,4.89,41.15
2022,12,21,2.62,4.92,2.74,0.83,0.62,0.34,0.07,5.62,48.7
2022,12,22,1.89,2.45,2.68,0.9,0.45,0.29,0.05,4.42,35.33
2022,12,23,2.02,2.6,2.77,1.15,0.48,0.29,0.06,4.64,37.22
2022,12,24,2.71,5.52,2.78,0.71,0.65,0.35,0.07,5.73,50.23
2022,12,25,2.36,2.67,2.78,1.36,0.56,0.33,0.07,5.23,43.41
2022,12,26,1.27,0.61,2.72,1.05,0.3,0.22,0.05,3.3,23.84
2022,12,27,0.66,0.39,2.78,0.53,0.16,0.12,0.02,1.93,12.84
2022,12,28,2.53,3.51,2.94,1.31,0.6,0.32,0.06,5.46,45.42
2022,12,29,1.08,0.65,2.7,0.85,0.26,0.2,0.04,3.05,21.32
2022,12,30,0.64,0.52,2.73,0.47,0.15,0.14,0.03,1.91,12.62
2022,12,31,0.49,0.35,2.8,0.38,0.12,0.09,0.02,1.54,10.02
2023,1,1,3.11,7.42,3.08,0.47,0.73,0.32,0.06,6.1,54.08
2023,1,2,0.61,0.39,2.85,0.47,0.14,0.12,0.02,1.82,12.12
2023,1,3,1.66,1.14,2.91,1.26,0.39,0.25,0.05,4.09,30.57
2023,1,4,0.81,0.39,2.79,0.67,0.19,0.14,0.03,2.41,16.25
2023,1,5,1.18,1.28,2.92,0.77,0.27,0.17,0.03,3.05,22.69
2023,1,6,1.8,0.76,2.95,1.51,0.41,0.23,0.05,4.5,33.43
2023,1,7,0.65,0.37,2.85,0.52,0.15,0.11,0.02,1.96,13.09
2023,1,8,2.19,2.52,2.98,1.35,0.5,0.29,0.05,5.05,40.1
2023,1,9,1.74,0.8,3.04,1.45,0.39,0.25,0.05,4.35,32.3
2023,1,10,1.83,2.17,3.07,1.06,0.41,0.25,0.05,4.41,34.04
2023,1,11,0.58,0.32,2.83,0.46,0.12,0.09,0.02,1.76,11.45
2023,1,12,2.26,1.02,3,1.85,0.5,0.34,0.07,5.28,41.34
2023,1,13,1.37,0.83,2.99,1.04,0.3,0.25,0.05,3.73,26.7
2023,1,14,1.39,0.61,3.11,1.15,0.3,0.22,0.05,3.79,26.91
2023,1,15,1.07,0.5,3.14,0.87,0.23,0.16,0.03,3.04,20.94
2023,1,16,2.05,2.16,3.24,1.25,0.44,0.26,0.05,4.84,37.6
2023,1,17,3.33,7.19,3.29,0.55,0.71,0.32,0.06,6.7,58.69
2023,1,18,2.56,3.37,3.21,1.21,0.55,0.3,0.06,5.82,47.07
2023,1,19,3.13,4.67,3.35,1.16,0.66,0.33,0.06,6.55,55.38
2023,1,20,3.54,8.01,3.51,0.47,0.73,0.38,0.07,7.09,61.93
2023,1,21,3.37,6.76,3.42,0.71,0.7,0.39,0.08,6.95,59.9
2023,1,22,3.49,7.27,3.53,0.58,0.71,0.41,0.08,7.18,61.85
2023,1,23,3.65,8.2,3.61,0.45,0.74,0.47,0.09,7.48,64.66
2023,1,24,3.62,7.94,3.57,0.5,0.73,0.46,0.09,7.44,64.15
2023,1,25,3.66,8.05,3.61,0.5,0.73,0.45,0.09,7.47,64.57
2023,1,26,3.78,8.49,3.73,0.47,0.74,0.45,0.09,7.63,66.01
2023,1,27,3.1,4.2,3.64,1.34,0.61,0.41,0.08,6.77,55.05
2023,1,28,3.27,5.25,3.7,1.14,0.63,0.42,0.09,7.04,57.93
2023,1,29,2.22,2.77,3.62,1.1,0.42,0.32,0.06,5.22,39.9
2023,1,30,3.94,8.42,3.89,0.52,0.75,0.47,0.09,7.95,68.19
2023,1,31,4.04,8.72,4,0.51,0.76,0.5,0.1,8.09,69.32
2023,2,1,3.51,4.34,3.86,1.71,0.66,0.52,0.1,7.53,61.95
2023,2,2,2.68,1.28,3.74,2.12,0.49,0.44,0.09,6.15,47.71
2023,2,3,1.76,1.11,3.64,1.29,0.32,0.34,0.07,4.62,33.55
2023,2,4,1.42,0.85,3.63,1.07,0.26,0.29,0.06,3.88,27.6
2023,2,5,3.31,4.82,3.95,1.29,0.59,0.54,0.11,7.49,60.39
2023,2,6,4.12,8.05,4.11,0.65,0.73,0.54,0.11,8.67,73.45
2023,2,7,3.49,4.38,4.04,1.84,0.61,-999,0.11,7.71,62.58
2023,2,8,4.06,7.55,4.19,0.77,0.71,0.59,0.12,8.54,71.67
2023,2,9,4.35,8.66,4.3,0.57,0.75,0.64,0.12,9.08,76.65
2023,2,10,3.36,4.32,4.12,1.32,0.57,0.58,0.12,7.65,60.77
2023,2,11,2.74,3.17,4.2,1.47,0.46,0.45,0.09,6.54,50.51
2023,2,12,4.09,6.53,4.27,1.06,0.69,0.55,0.11,8.62,72.02
2023,2,13,4.09,6.65,4.41,0.99,0.68,0.65,0.13,8.9,72.98
2023,2,14,3.85,6.73,4.56,1.01,0.63,0.61,0.12,8.59,69.26
2023,2,15,4.76,9.49,4.73,0.52,0.77,0.63,0.12,9.88,82.6
2023,2,16,3.77,2.86,4.5,2.39,0.61,0.59,0.12,8.41,66.79
2023,2,17,4.18,5.17,4.48,1.62,0.66,0.59,0.12,8.86,72.97
2023,2,18,4.17,5.08,4.65,1.67,0.66,0.62,0.12,9.01,73.02
2023,2,19,4.41,6.15,4.62,1.37,0.69,0.7,0.14,9.66,78.91
2023,2,20,4.29,5.22,4.53,1.73,0.66,0.7,0.14,9.54,77.84
2023,2,21,3.9,3.93,4.78,2.09,0.59,0.74,0.15,9.09,70.94
2023,2,22,4.31,6.23,4.93,1.43,0.66,0.66,0.13,9.68,77.45
2023,2,23,3.97,4.61,4.94,1.71,0.59,0.55,0.11,9.09,71.49
2023,2,24,3.89,4.8,5,1.51,0.58,0.52,0.1,8.94,69.97
2023,2,25,3.73,4.35,4.87,1.48,0.55,0.49,0.09,8.44,66.62
2023,2,26,1.68,0.81,4.88,1.29,0.24,0.4,0.08,4.93,33.84
2023,2,27,2.21,2.05,5.06,1.27,0.32,0.45,0.09,5.75,42.38
2023,2,28,2.5,1.38,5.07,1.83,0.36,0.5,0.1,6.88,48.87
2023,3,1,5.38,9.09,5.4,0.71,0.76,0.84,0.16,11.72,95.67
2023,3,2,5.19,7.86,5.27,0.96,0.73,0.92,0.19,11.6,94.34
2023,3,3,4.99,5.65,5.31,1.81,0.7,0.95,0.19,10.88,87.77
2023,3,4,3.39,3.61,5.17,1.56,0.47,0.66,0.13,8.1,62.27
2023,3,5,5.12,7.68,5.46,1.16,0.7,0.86,0.17,11.4,91.84
2023,3,6,4.68,5.96,5.47,1.58,0.63,0.77,0.16,10.66,84.8
2023,3,7,5.05,6.72,5.6,1.77,0.68,0.78,0.16,11.3,90.36
2023,3,8,5.48,8.27,5.66,1,0.73,0.94,0.19,12.06,97.42
2023,3,9,1.26,0.55,5.37,0.97,0.16,0.36,0.07,4.06,26.8
2023,3,10,3.28,2.66,5.37,1.81,0.43,0.87,0.17,8.51,62.84
