-BEGIN HEADER-,,,,,,,,,,,Los Angeles
2022,8,10,7.75,10.22,7.8,0.95,0.73,2.66,0.52,19.43,148.4
2022,8,11,7.85,10.52,7.91,0.89,0.74,2.62,0.51,19.38,148.11
2022,8,12,7.79,10.63,7.85,0.87,0.74,2.64,0.52,19.32,147.61
2022,8,13,7.76,10.29,7.78,0.99,0.74,2.57,0.5,18.91,145.48
2022,8,14,7.81,10.56,7.83,0.86,0.75,2.53,0.49,19.07,146.1
2022,8,15,7.67,10.21,7.72,0.99,0.74,2.43,0.48,18.57,143.35
2022,8,16,6.71,7.32,7.36,1.91,0.65,2.21,0.43,16.48,126.7
2022,8,17,7,8.71,7.4,1.35,0.68,2.37,0.46,17.41,133.77
2022,8,18,7.18,8.95,7.3,1.28,0.7,2.3,0.45,17.31,135.4
2022,8,19,7.22,9.16,7.38,1.2,0.7,2.25,0.44,17.38,135.23
2022,8,20,7.22,9.25,7.3,1.13,0.71,2.16,0.43,17.29,135.22
2022,8,21,7.12,9.13,7.42,1.08,0.7,2.27,0.45,17.52,134.57
2022,8,22,7.22,9.34,7.36,1.11,0.71,2.25,0.45,17.58,136.05
2022,8,23,7.34,9.73,7.44,1.01,0.73,2.23,0.44,17.66,136.64
2022,8,24,7.25,9.6,7.38,1,0.73,2.32,0.45,17.94,137.5
2022,8,25,7.19,9.49,7.26,1.03,0.72,2.3,0.45,17.57,135.93
2022,8,26,7.23,9.78,7.27,0.92,0.73,2.3,0.45,17.53,135.88
2022,8,27,7.28,10.2,7.32,0.82,0.73,2.34,0.46,17.86,137.57
2022,8,28,7.17,9.68,7.29,1.01,0.73,2.35,0.46,17.76,135.93
2022,8,29,7.24,9.99,7.24,0.9,0.74,2.25,0.45,17.52,135.53
2022,8,30,7.26,10.22,7.26,0.82,0.74,2.29,0.45,17.66,136.16
2022,8,31,7.19,9.97,7.2,0.86,0.74,2.3,0.45,17.23,133.77
2022,9,1,6.46,7.55,7.07,1.54,0.67,2.13,0.41,15.79,121.12
2022,9,2,6.81,9.03,6.96,1.01,0.71,2.21,0.43,16.62,128.67
2022,9,3,6.3,7.75,6.77,1.26,0.66,2.08,0.41,15.59,120.38
2022,9,4,6.3,7.48,6.8,1.31,0.66,2.14,0.41,15.92,121.34
2022,9,5,6.75,8.7,6.86,1.26,0.72,2.1,0.41,16.41,127.34
2022,9,6,6.82,9.35,6.83,0.92,0.73,2.1,0.41,16.59,128.86
2022,9,7,6.58,8.62,6.69,1.19,0.7,1.98,0.39,15.95,124.47
2022,9,8,4.85,4.58,6.57,2.17,0.52,1.56,0.3,12.3,93.12
2022,9,9,4.47,2.26,6.41,2.99,0.48,1.57,0.3,11.42,85.8
2022,9,10,2.89,1.33,6.28,2.01,0.31,1.11,0.22,8.16,58.34
2022,9,11,5.72,5.54,6.4,2.07,0.62,1.85,0.37,14.54,110.37
2022,9,12,5.02,5,6.32,2.07,0.55,1.57,0.31,12.68,96.8
2022,9,13,6,7.02,6.32,1.61,0.66,1.83,0.36,14.73,114.32
2022,9,14,6.46,8.63,6.6,1.14,0.72,1.86,0.37,15.36,119.37
2022,9,15,6.54,9.21,6.65,0.94,0.73,1.87,0.37,15.62,121.06
2022,9,16,6.57,9.39,6.57,0.87,0.74,1.9,0.38,15.62,121.88
2022,9,17,5.92,7.91,6.49,1.26,0.67,1.78,0.35,14.35,110.55
2022,9,18,6.1,8.06,6.53,1.27,0.7,1.84,0.36,14.7,113.09
2022,9,19,6.41,9.31,6.43,0.86,0.73,1.92,0.38,15.27,119.27
2022,9,20,5.63,7.35,6.41,1.38,0.65,1.82,0.35,13.88,105.82
2022,9,21,6.48,9.61,6.48,0.81,0.76,1.89,0.38,15.06,118.05
2022,9,22,6.61,9.94,6.6,0.76,0.77,1.88,0.37,15.08,118.08
2022,9,23,6.25,9.08,6.31,0.95,0.73,1.87,0.37,14.61,114.62
2022,9,24,6.02,8.81,6.04,0.89,0.72,1.85,0.36,14.58,114.32
2022,9,25,6.02,8.81,6.07,0.9,0.72,1.82,0.36,14.56,113.78
2022,9,26,5.69,7.92,6.06,1.11,0.69,1.73,0.34,13.74,106.86
2022,9,27,5.71,8.04,6.11,1.14,0.7,1.73,0.34,13.62,105.79
2022,9,28,5.9,8.82,5.94,0.88,0.72,1.69,0.34,13.8,109.23
2022,9,29,5.96,9.03,6.01,0.84,0.73,1.62,0.32,13.91,109.45
2022,9,30,5.99,9.24,6.02,0.8,0.74,1.55,0.31,13.81,109.12
2022,10,1,5.93,9.31,6.05,0.72,0.74,1.48,0.3,13.84,108.55
2022,10,2,5.82,8.96,5.97,0.78,0.73,1.44,0.29,13.61,106.81
2022,10,3,5.84,9.26,5.83,0.7,0.74,1.44,0.29,13.36,106.41
2022,10,4,5.83,9.18,5.82,0.73,0.75,1.49,0.3,13.25,105.46
2022,10,5,5.66,8.63,5.69,0.86,0.73,1.41,0.28,12.86,102.73
2022,10,6,5.57,8.11,5.7,0.99,0.73,1.38,0.27,12.51,99.57
2022,10,7,5.54,8.44,5.6,0.84,0.73,1.34,0.27,12.5,99.94
2022,10,8,5.39,8.07,5.5,0.91,0.71,1.26,0.25,12.34,98.38
2022,10,9,5.09,7.5,5.36,0.95,0.68,1.21,0.24,11.88,94.34
2022,10,10,4.59,5.66,5.14,1.39,0.62,1.09,0.22,10.49,84.02
2022,10,11,4.56,5.54,5.16,1.38,0.62,1.1,0.22,10.77,84.77
2022,10,12,4.3,5.21,5.19,1.48,0.59,1.01,0.2,9.96,79
2022,10,13,5.12,7.37,5.32,1.07,0.7,1.25,0.25,11.77,93.38
2022,10,14,4.59,6.69,5.28,1.01,0.63,1.23,0.24,10.63,83.73
2022,10,15,3.71,4.7,5.08,1.15,0.52,0.93,0.19,8.92,68.98
2022,10,16,4.59,6.73,5.06,1.09,0.65,1.05,0.21,10.52,84.12
2022,10,17,5.06,7.99,5.13,0.85,0.72,1.09,0.22,11.11,90.25
2022,10,18,5.08,8.53,5.09,0.72,0.73,1.16,0.23,11.63,93.48
2022,10,19,4.95,7.83,5.03,0.86,0.72,1.18,0.23,11.45,91.55
2022,10,20,4.84,7.37,5.03,1.07,0.7,1.17,0.23,11.23,89.49
2022,10,21,4.81,8.04,4.8,0.73,0.7,1.05,0.21,10.9,88.7
2022,10,22,3.25,4.31,4.9,1.1,0.48,0.84,0.16,8.07,60.6
2022,10,23,5.05,8.86,5.08,0.73,0.76,1.12,0.23,11.16,89.8
2022,10,24,4.96,8.95,5,0.66,0.75,1.1,0.22,11.11,89.65
2022,10,25,4.88,8.84,4.89,0.62,0.74,1.09,0.22,10.94,88.49
2022,10,26,4.74,8.05,4.82,0.76,0.73,1.02,0.2,10.43,84.74
2022,10,27,4.83,8.72,4.85,0.68,0.75,0.97,0.2,10.56,85.91
2022,10,28,4.46,6.26,4.86,1.5,0.7,1.02,0.2,10.01,79.39
2022,10,29,4.75,8.58,4.79,0.68,0.75,0.99,0.2,10.34,84.14
2022,10,30,4.7,8.66,4.7,0.62,0.75,0.93,0.19,10.28,83.91
2022,10,31,3.3,2.91,4.59,2.06,0.53,0.78,0.16,7.8,59.52
2022,11,1,4.24,6.18,4.49,1.18,0.69,0.86,0.17,9.56,76.52
2022,11,2,4.04,5.89,4.67,1.23,0.66,0.81,0.16,9.27,72.54
2022,11,3,4.01,7.16,4.63,0.82,0.66,0.76,0.15,8.91,71.27
2022,11,4,4.14,5.59,4.49,1.51,0.69,0.85,0.17,9.34,74.53
2022,11,5,4.2,6.73,4.46,1.06,0.7,0.91,0.18,9.28,74.97
2022,11,6,4.04,7.35,4.23,0.77,0.68,0.88,0.18,9.25,75.06
2022,11,7,1.74,1.2,4.17,1.24,0.3,0.5,0.1,4.75,33.68
2022,11,8,2.03,2.3,4.18,0.97,0.35,0.51,0.1,5.23,38.7
2022,11,9,3.9,7.12,4.38,0.83,0.67,0.74,0.15,8.7,69.87
2022,11,10,4.35,8.76,4.46,0.62,0.76,0.8,0.16,9.22,75.54
2022,11,11,3.87,5.31,4.34,1.54,0.68,0.75,0.15,8.48,67.6
2022,11,12,4.21,8.3,4.23,0.63,0.75,0.77,0.16,8.91,73.69
2022,11,13,4.07,7.49,4.21,0.82,0.73,0.75,0.15,8.7,71.11
2022,11,14,4.14,8.18,4.18,0.65,0.75,0.73,0.15,8.68,72.03
2022,11,15,4.2,8.58,4.21,0.58,0.77,0.71,0.14,8.79,72.91
2022,11,16,4.13,8.64,4.15,0.53,0.76,0.7,0.14,8.87,73.26
2022,11,17,4.11,8.29,4.16,0.64,0.76,0.7,0.14,8.71,71.77
2022,11,18,3.44,5.99,3.94,1,0.64,0.59,0.12,7.58,61.48
2022,11,19,4.07,8.43,4.13,0.61,0.76,0.61,0.12,8.49,70.3
2022,11,20,3.95,7.98,3.99,0.67,0.74,0.59,0.12,8.2,68.63
2022,11,21,3.23,3.46,3.92,1.81,0.62,0.59,0.12,7.07,56.18
2022,11,22,3.89,7.75,3.87,0.61,0.74,0.63,0.12,8.02,67.34
2022,11,23,3.62,6.6,3.85,0.95,0.7,0.56,0.12,7.76,63.79
2022,11,24,3.85,8.35,3.91,0.57,0.75,0.63,0.12,8.15,67.86
2022,11,25,3.56,6.25,3.85,1.13,0.7,0.65,0.13,7.72,63.18
2022,11,26,3.54,7.17,3.66,0.65,0.7,0.65,0.13,7.73,64.33
2022,11,27,3.63,6.74,3.74,0.78,0.72,0.6,0.12,7.62,63.53
2022,11,28,3.04,4.41,3.6,1.11,0.6,0.51,0.1,6.71,54.22
2022,11,29,3.58,7.35,3.66,0.63,0.72,0.53,0.11,7.45,62.62
2022,11,30,3.27,5.53,3.51,0.98,0.66,0.51,0.1,7.1,58.04
2022,12,1,1.64,1.28,3.48,1.08,0.34,0.32,0.06,4.2,30.6
2022,12,2,1.75,1.77,3.5,1.11,0.35,0.34,0.07,4.44,32.55
2022,12,3,2.88,4.57,3.34,0.96,0.59,0.46,0.09,6.41,52.16
2022,12,4,1.63,2.03,3.38,0.91,0.34,0.3,0.06,4.05,30.32
2022,12,5,2.89,5.29,3.53,0.83,0.59,0.46,0.09,6.28,51.2
2022,12,6,2.83,4.3,3.46,1.22,0.59,0.46,0.09,6.14,49.77
2022,12,7,3.21,6.29,3.5,0.76,0.66,0.45,0.09,6.75,56.38
2022,12,8,3.4,6.61,3.44,0.78,0.71,0.45,0.09,6.91,58.54
2022,12,9,3.5,7.71,3.5,0.52,0.73,0.48,0.09,7.23,61.46
2022,12,10,1.69,1.89,3.38,0.93,0.35,0.29,0.06,4.14,30.91
2022,12,11,2.47,4.11,3.43,0.92,0.52,0.39,0.08,5.57,44.35
2022,12,12,2.44,3.89,3.41,0.97,0.52,0.33,0.07,5.38,43.11
2022,12,13,3.43,7.68,3.51,0.57,0.73,0.43,0.09,7.06,59.96
2022,12,14,3.43,7.54,3.44,0.59,0.73,0.48,0.09,7.09,59.98
2022,12,15,2.5,2.85,3.28,1.33,0.53,0.45,0.09,5.7,45.11
2022,12,16,3.01,3.94,3.55,1.44,0.64,0.48,0.1,6.47,51.76
2022,12,17,2.68,1.74,3.56,2,0.57,0.45,0.09,6.09,46.82
2022,12,18,3.33,7.03,3.37,0.66,0.71,0.41,0.08,6.59,56.45
2022,12,19,3.21,6.25,3.33,0.75,0.69,0.41,0.09,6.48,55.03
2022,12,20,3.24,6.67,3.29,0.65,0.69,0.44,0.09,6.62,56.36
2022,12,21,3.29,7.17,3.35,0.56,0.7,0.46,0.09,7.02,59.05
2022,12,22,2.3,1.22,3.14,1.83,0.49,0.37,0.08,5.34,41.7
2022,12,23,3.09,5.4,3.28,1.06,0.66,0.48,0.09,6.63,55.33
2022,12,24,3.37,7.3,3.42,0.62,0.72,0.52,0.11,6.98,59.17
2022,12,25,3.1,4.65,3.41,1.22,0.66,0.51,0.1,6.62,54.64
2022,12,26,2.31,1.24,3.36,1.81,0.49,0.43,0.09,5.47,41.51
2022,12,27,1.04,0.49,3.12,0.86,0.22,0.23,0.05,2.97,20.3
2022,12,28,3.19,6.29,3.49,0.75,0.67,0.47,0.09,6.69,55.52
2022,12,29,1.03,0.89,3.18,0.72,0.22,0.2,0.04,2.77,19.73
2022,12,30,1.69,2.2,3.27,0.89,0.35,0.31,0.06,4.25,31.88
2022,12,31,1.13,0.61,3.31,0.9,0.23,0.23,0.05,3.15,21.66
2023,1,1,1.86,2.98,3.43,0.88,0.39,0.29,0.05,4.3,33.23
2023,1,2,1.63,1.22,3.45,1.19,0.34,0.27,0.05,4.04,29.82
2023,1,3,2.28,2.45,3.37,1.36,0.48,0.39,0.08,5.29,40.9
2023,1,4,1.15,1.01,3.28,0.81,0.24,0.22,0.05,3.09,21.98
2023,1,5,2.04,3.23,3.43,0.79,0.42,0.34,0.07,4.72,37.09
2023,1,6,3.63,8.26,3.57,0.46,0.74,0.48,0.09,7.45,63.58
2023,1,7,2.08,1.1,3.45,1.66,0.42,0.36,0.07,5.02,37.29
2023,1,8,2.61,3.76,3.47,1.06,0.53,0.43,0.09,6.05,47.95
2023,1,9,0.76,0.5,3.41,0.56,0.16,0.17,0.03,2.22,14.96
2023,1,10,2.08,2.49,3.53,1.05,0.41,0.38,0.08,5.02,38.52
2023,1,11,2.27,1.18,3.52,1.77,0.45,0.36,0.07,5.7,42.31
2023,1,12,2.59,1.24,3.64,2.07,0.52,0.48,0.09,6.26,47.45
2023,1,13,2.26,1.09,3.58,1.84,0.45,0.43,0.09,5.6,41.69
2023,1,14,0.54,0.32,3.44,0.42,0.1,0.1,0.02,1.6,10.62
2023,1,15,1.76,0.74,3.65,1.46,0.34,0.33,0.07,4.64,33.13
2023,1,16,2.72,4.58,3.78,0.84,0.52,0.39,0.08,6.02,48.24
2023,1,17,3.33,6.24,3.79,0.8,0.64,0.42,0.09,7.13,58.82
2023,1,18,3.78,7.11,3.87,0.79,0.73,0.49,0.09,7.91,66.25
2023,1,19,2.4,3.44,3.59,0.99,0.45,0.34,0.07,5.29,42.35
2023,1,20,4.03,8.66,4.05,0.51,0.76,0.51,0.1,8.3,69.81
2023,1,21,4.08,8.63,4.07,0.52,0.77,0.54,0.11,8.37,70.09
2023,1,22,3.82,7.12,3.99,0.65,0.71,0.55,0.11,8.19,67.44
2023,1,23,4.13,8.69,4.16,0.53,0.76,0.59,0.12,8.73,72.23
2023,1,24,4.16,8.64,4.16,0.53,0.76,0.61,0.12,8.75,72.7
2023,1,25,4.18,8.64,4.17,0.53,0.76,0.6,0.12,8.72,72.69
2023,1,26,4.25,8.89,4.26,0.49,0.77,0.59,0.12,9.04,74.76
2023,1,27,4.18,8.3,4.18,0.6,0.74,0.59,0.12,8.7,72.58
2023,1,28,4.18,8.38,4.14,0.53,0.74,0.66,0.13,8.88,73.91
2023,1,29,2.37,3,4.16,1,0.41,0.48,0.09,5.62,42.84
2023,1,30,2.59,2.57,4.17,1.46,0.45,0.51,0.1,6.17,46.97
2023,1,31,4.56,9.12,4.58,0.57,0.79,0.7,0.14,9.53,78.25
2023,2,1,4.51,9.29,4.49,0.5,0.77,0.76,0.16,9.63,79.23
2023,2,2,3.64,3.12,4.51,2.32,0.62,0.7,0.14,8.2,64.22
2023,2,3,3.68,3.36,4.42,2.01,0.62,0.68,0.14,8.35,65.27
2023,2,4,4.09,6.49,4.28,1.05,0.68,0.68,0.13,8.95,73.38
2023,2,5,4.21,7.88,4.65,0.64,0.7,0.79,0.16,9.26,74.54
2023,2,6,4.62,9.1,4.73,0.56,0.76,0.77,0.16,9.89,80.82
2023,2,7,4.76,9.28,4.73,0.47,0.77,0.77,0.16,10.24,84.02
2023,2,8,4.66,8.78,4.63,0.6,0.75,0.77,0.16,9.94,82.18
2023,2,9,4.78,9.14,4.73,0.54,0.77,0.8,0.16,10.24,84.22
2023,2,10,4.73,7.74,4.9,0.99,0.75,0.89,0.18,10.41,83.72
2023,2,11,3.87,5.99,4.72,1.1,0.61,0.68,0.14,8.41,67.75
2023,2,12,3.23,2.74,4.6,1.9,0.5,0.55,0.11,7.57,58.51
2023,2,13,4.57,7.51,4.79,0.91,0.7,0.76,0.15,10.05,81.45
2023,2,14,3.89,5.84,5.06,1.08,0.59,0.76,0.16,8.95,69.08
2023,2,15,5.24,9.9,5.24,0.54,0.79,0.82,0.16,11.18,90.62
2023,2,16,4.46,3.41,5.33,2.76,0.67,0.84,0.17,10.02,77.57
2023,2,17,4.19,3.1,5.21,2.63,0.62,0.82,0.16,9.7,73.91
2023,2,18,3.56,3.14,5.06,2.23,0.52,0.7,0.14,8.27,63.6
2023,2,19,4.99,8.19,5,0.88,0.73,0.8,0.16,10.58,87.01
2023,2,20,5.11,8.67,5.08,0.72,0.73,0.82,0.16,10.96,89.92
2023,2,21,3.95,3.88,4.98,2.12,0.56,0.76,0.16,9.26,71.8
2023,2,22,3.97,5.48,5.43,1.35,0.56,0.83,0.16,9.25,71.02
2023,2,23,3.16,3.11,5.27,1.56,0.45,0.57,0.12,7.59,57.31
2023,2,24,1.74,1,5.23,1.2,0.24,0.39,0.08,4.91,34.19
2023,2,25,2.19,1.59,5.44,1.27,0.3,0.47,0.09,5.75,41.37
2023,2,26,3.49,4.85,5.46,1.02,0.48,0.59,0.12,8.25,63.29
2023,2,27,2.3,2.43,5.4,1.14,0.31,0.59,0.12,5.95,43.74
2023,2,28,3.86,4.66,5.51,1.42,0.52,0.85,0.17,9.29,70.48
2023,3,1,3.98,4.79,5.82,1.54,0.53,0.73,0.15,9.36,71.3
2023,3,2,5.76,9.73,5.87,0.76,0.77,0.91,0.18,12.82,101.8
2023,3,3,5.48,8.57,5.72,1,0.72,1.16,0.23,12.19,97.43
2023,3,4,3.48,3,5.63,1.94,0.45,0.87,0.17,8.43,62.99
2023,3,5,3.83,2.1,5.78,2.63,0.49,1,0.2,9.62,70.5
2023,3,6,4.55,5.22,6.01,1.91,0.59,1.08,0.21,10.74,81.56
2023,3,7,5.87,9.39,6.12,0.86,0.75,1.22,0.24,13.09,103.3
2023,3,8,5.34,6.19,6.14,1.85,0.67,1.13,0.23,12.51,95.85
2023,3,9,5.56,7.15,5.92,1.33,0.7,1.38,0.27,13.02,101.7
2023,3,10,2.04,0.92,5.78,1.5,0.26,0.73,0.14,5.98,41.52
2023,3,11,2.99,2.01,5.84,1.91,0.37,0.91,0.18,7.95,57.27
2023,3,12,5.51,6.86,6.04,1.64,0.67,1.4,0.28,12.98,100.65
2023,3,13,4.87,4.66,5.94,2.25,0.59,1.27,0.25,11.73,90.29
2023,3,14,1.59,0.67,5.86,1.21,0.2,0.52,0.1,4.8,33.05
2023,3,15,3.86,2.73,6.21,2.42,0.46,1.05,0.21,9.8,72.12
2023,3,16,4.8,5.55,6.3,1.71,0.57,1.09,0.22,11.36,86.85
2023,3,17,5.98,6.72,6.48,2.16,0.7,1.48,0.3,13.77,106.77
2023,3,18,5.85,6.64,6.58,1.89,0.69,1.44,0.29,13.6,104.72
2023,3,19,3.1,1.65,6.22,2.07,0.36,0.95,0.19,8.29,59.49
2023,3,20,3.81,1.6,6.45,2.76,0.44,1.27,0.25,9.98,71.67
2023,3,21,3.12,2.43,6.59,1.59,0.36,1.07,0.21,8.38,59.9
2023,3,22,3.56,2.38,6.5,2.25,0.41,0.91,0.18,9.12,66.55
2023,3,23,4.03,3.38,6.53,2.01,0.45,0.89,0.18,9.9,73.22
2023,3,24,6.08,7.94,6.9,1.35,0.69,1.27,0.26,13.89,107.41
2023,3,25,6.38,8.76,6.86,1.24,0.71,1.43,0.29,14.33,112.69
2023,3,26,6.29,7.6,6.99,1.62,0.7,1.57,0.31,14.42,111.55
2023,3,27,6.77,8.61,7.12,1.4,0.75,1.73,0.34,15.57,120.36
2023,3,28,6.69,8.76,6.92,1.24,0.73,1.73,0.34,15.47,120.72
2023,3,29,4.88,4.23,6.87,2.09,0.53,1.47,0.29,11.88,88.61
2023,3,30,4.85,4.13,6.92,2.43,0.52,1.32,0.27,11.84,89.11
2023,3,31,6.63,6.93,7.17,2.26,0.71,1.65,0.33,15.24,117.73
2023,4,1,7.05,9.71,7.12,1.08,0.76,1.86,0.37,15.72,124.4
2023,4,2,6.98,9.58,7.12,0.99,0.74,1.91,0.38,16.36,127.12
2023,4,3,6.39,7.2,7.64,2.04,0.68,1.74,0.35,15.13,113.62
2023,4,4,7.22,9.98,7.55,1.07,0.76,1.82,0.37,16.72,128.6
2023,4,5,7.21,9.8,7.33,1.06,0.76,1.71,0.34,16.62,129.41
2023,4,6,7.21,9.3,7.39,1.54,0.75,1.7,0.34,16.41,128.12
2023,4,7,6.78,7.23,7.2,1.88,0.7,1.69,0.34,15.98,123.44
2023,4,8,6.62,6.39,7.16,2.47,0.68,1.74,0.34,15.75,121.91
2023,4,9,7.17,9.78,7.22,0.94,0.73,1.98,0.4,16.86,131.8
2023,4,10,7.37,10.26,7.42,0.87,0.75,2.07,0.41,17.04,133.11
2023,4,11,6.62,6.42,7.42,2.63,0.67,1.95,0.39,15.8,121.05
2023,4,12,4.96,3.62,7.49,2.42,0.5,1.62,0.32,12.66,92.16
2023,4,13,4.63,4.82,7.39,1.58,0.47,1.38,0.27,11.27,84.41
2023,4,14,6.59,7.52,7.56,1.76,0.66,1.77,0.35,15.54,119.05
2023,4,15,7.42,9.77,7.42,1.1,0.74,1.94,0.38,16.48,131.26
2023,4,16,7.12,8.62,7.51,1.58,0.7,1.98,0.39,16.37,127.96
2023,4,17,6.37,7.63,7.69,1.42,0.63,1.86,0.37,15.26,116.01
2023,4,18,6.64,6.51,8.01,2.17,0.66,1.98,0.39,16.14,120.05
2023,4,19,7.95,11.04,8.03,0.87,0.78,2.11,0.42,18.35,141.6
2023,4,20,7.46,8.96,7.83,1.97,0.73,2.04,0.41,17.51,135.35
2023,4,21,7.73,10.43,7.74,0.94,0.75,2.07,0.41,18.29,141.95
2023,4,22,7.17,7.82,7.57,2.23,0.7,1.95,0.39,17,132.25
2023,4,23,7.61,9.76,7.66,1.15,0.73,1.92,0.38,17.82,139.2
2023,4,24,7.1,8.55,7.78,1.41,0.68,1.79,0.36,16.77,129.38
2023,4,25,7.21,7.92,7.82,1.69,0.69,1.9,0.38,17.01,131
2023,4,26,7.93,10.21,8.07,1.11,0.76,2,0.4,18.06,140.52
2023,4,27,7.61,9.31,7.76,1.35,0.72,1.91,0.38,17.48,137.46
2023,4,28,7.73,9.58,7.88,1.24,0.73,1.97,0.39,17.9,139.68
2023,4,29,7.37,7.78,7.93,2.18,0.7,1.9,0.38,17.05,132.6
2023,4,30,7.16,8.47,7.98,1.54,0.67,1.84,0.37,16.97,130.48
2023,5,1,5.41,5.03,8.14,1.98,0.51,1.52,0.3,13.59,100.18
2023,5,2,5.58,4.58,8.23,2.69,0.52,1.5,0.3,14.21,104.12
2023,5,3,6.11,5.09,8.18,2.8,0.57,1.54,0.3,15.09,112.23
2023,5,4,5.15,3.49,8.09,2.86,0.48,1.45,0.29,13.09,96.24
2023,5,5,5.59,4.62,8.15,2.51,0.52,1.7,0.34,13.98,103.23
2023,5,6,6.4,5.54,8.19,2.81,0.59,1.88,0.38,15.83,118.32
2023,5,7,7.75,9.41,8.25,1.6,0.71,2.28,0.45,18.79,143.24
2023,5,8,8.22,10.48,8.41,1.23,0.76,2.52,0.49,19.42,149.06
2023,5,9,5.81,5.51,8.32,2.23,0.53,1.77,0.35,14.36,106.5
2023,5,10,7.55,8.47,8.21,1.73,0.69,2.05,0.41,17.91,137.72
2023,5,11,8.12,10.03,8.32,1.31,0.73,2.4,0.48,19.32,148.57
2023,5,12,8.22,10.38,8.28,1.14,0.74,2.33,0.46,19.27,149.51
2023,5,13,7.98,9.51,8.16,1.36,0.72,2.19,0.44,18.52,144.62
2023,5,14,7.71,9.31,8.19,1.25,0.7,2.18,0.44,18.6,143.01
2023,5,15,6.88,6.23,8.31,2.95,0.62,2.05,0.41,16.19,124.55
2023,5,16,7.4,7.52,8.32,2.43,0.66,2.47,0.48,17.73,135.87
2023,5,17,8.16,10.37,8.35,1.11,0.73,2.62,0.51,19.53,150.65
2023,5,18,7.84,9.51,8.39,1.31,0.7,2.48,0.48,18.88,144.71
2023,5,19,7.07,7.98,8.19,1.52,0.63,2.18,0.43,17.21,131.9
2023,5,20,7.23,7.14,7.9,1.93,0.65,2.16,0.43,17.28,134.03
2023,5,21,6.82,6.54,8.19,2.23,0.61,2.25,0.45,17.19,129.19
2023,5,22,7.22,7.94,8.27,1.67,0.64,2.45,0.48,18.18,137.34
2023,5,23,6.59,7.27,8.52,1.76,0.59,2.17,0.43,16.46,123.61
2023,5,24,6.75,7.46,8.7,1.74,0.6,2.16,0.43,16.79,125.12
2023,5,25,6.6,6.97,8.82,1.73,0.59,2.14,0.42,16.48,121.39
2023,5,26,6.31,6.12,8.53,2.03,0.55,2.06,0.41,15.72,117.06
2023,5,27,7.84,8.95,8.45,1.58,0.7,2.56,0.5,19.08,145.69
2023,5,28,6,6.41,8.58,1.66,0.53,2.05,0.41,15.34,113.74
2023,5,29,6.35,5.65,8.51,2.39,0.55,1.99,0.4,15.65,117.97
2023,5,30,5.55,3.13,8.51,3.5,0.48,1.84,0.37,14.22,104.7
2023,5,31,5.77,5.27,8.36,2.03,0.51,1.85,0.37,14.41,108.43
2023,6,1,5.37,5.46,8.42,1.64,0.47,1.73,0.34,13.66,101.76
2023,6,2,8.16,9.52,8.7,1.52,0.71,2.45,0.48,19.77,150.4
2023,6,3,8.56,10.8,8.63,1.09,0.75,2.41,0.48,20.06,155.65
2023,6,4,7.72,9.35,8.52,1.22,0.67,2.3,0.46,18.86,144.01
2023,6,5,4.4,2.99,8.5,2.49,0.38,1.4,0.28,11.47,84.34
2023,6,6,5.02,2.47,8.54,3.19,0.44,1.66,0.33,13.62,97.69
2023,6,7,4.43,3.25,8.31,2.28,0.38,1.45,0.29,11.76,86.04
2023,6,8,7.53,8.08,8.42,1.88,0.66,2.23,0.45,18.37,140.77
2023,6,9,6.23,5.17,8.45,2.66,0.54,1.93,0.38,15.69,117.75
2023,6,10,4.93,2.16,8.37,3.39,0.43,1.59,0.32,12.93,95.03
2023,6,11,4.59,3.94,8.25,1.88,0.4,1.39,0.27,11.84,87.38
2023,6,12,5.63,5.3,8.42,2.01,0.49,1.72,0.34,14.45,107.41
2023,6,13,7.46,7.97,8.53,1.9,0.65,2.27,0.45,18.68,141.15
2023,6,14,6.69,7.14,8.37,1.77,0.58,2.06,0.41,16.72,127.09
2023,6,15,5.37,4.89,8.37,1.84,0.47,1.83,0.36,14.05,103.95
2023,6,16,7.3,7.72,8.53,1.84,0.63,2.41,0.48,18.42,138.7
2023,6,17,8.37,10.4,8.53,1.2,0.73,2.59,0.51,20.47,157.3
2023,6,18,8,10.06,8.76,1.19,0.7,2.77,0.54,20.37,152.5
2023,6,19,6.7,6.43,8.84,2.32,0.58,2.54,0.49,17.62,128.27
2023,6,20,9.02,12.44,9.1,0.68,0.78,3.2,0.61,21.86,165.88
2023,6,21,8.92,12.11,9,0.75,0.77,3.21,0.61,21.7,164.8
2023,6,22,8.69,11.2,9.02,1.08,0.76,3.07,0.59,21.09,159.59
2023,6,23,8.71,10.84,8.87,1.18,0.76,3.03,0.58,20.94,159.91
2023,6,24,7.97,8.18,8.6,2.52,0.7,2.86,0.55,19.2,147.7
2023,6,25,8.67,11.22,8.84,0.95,0.75,3.27,0.62,21.12,160.7
2023,6,26,8.7,11.4,8.76,0.91,0.76,3.21,0.61,21.23,162.1
2023,6,27,8.73,11.38,8.8,0.93,0.76,2.95,0.57,21.15,161.52
2023,6,28,8.52,10.79,8.76,1.06,0.74,3.04,0.58,20.8,158.32
2023,6,29,8.39,10.23,8.61,1.19,0.73,2.95,0.56,19.93,153.75
2023,6,30,8.68,11.09,8.78,1,0.76,3.12,0.59,20.55,158.05
