-BEGIN HEADER-,,,,,,,,,,,Phoenix
2022,6,8,8.25,8.75,8.74,1.66,0.72,2.76,0.54,20.71,155.49
2022,6,9,7.83,7.33,8.36,2.54,0.68,2.66,0.52,19.44,148.65
2022,6,10,8.24,9.52,8.39,1.49,0.72,2.84,0.55,20.41,156.88
2022,6,11,7.86,8.61,8.47,1.57,0.69,-999,0.52,19.77,150.12
2022,6,12,8.39,10.16,8.51,1.32,0.73,2.78,0.54,20.53,158.06
2022,6,13,8.66,10.97,8.72,1.08,0.75,2.85,0.55,21.32,162.84
2022,6,14,8.9,11.59,9.02,0.85,0.77,2.9,0.56,21.7,164.59
2022,6,15,8.92,12.06,8.98,0.77,0.77,2.82,0.55,21.62,164.81
2022,6,16,8.55,10.67,8.7,1.12,0.74,2.88,0.56,20.97,160.16
2022,6,17,8.57,10.34,8.74,1.38,0.74,2.97,0.57,20.95,160.02
2022,6,18,5.21,3.08,8.45,3.04,0.45,2,0.39,14.2,102.13
2022,6,19,8.85,11.61,8.98,0.95,0.77,2.77,0.55,21.49,163.48
2022,6,20,8.81,11.74,8.95,0.96,0.77,-999,0.52,21.26,162.67
2022,6,21,7.98,8.28,8.64,1.93,0.7,2.62,0.52,19.97,150.69
2022,6,22,7.41,7.77,8.37,1.93,0.65,2.71,0.52,19.21,144.11
2022,6,23,7.67,8.62,8.38,1.48,0.66,2.83,0.55,19.86,149.38
2022,6,24,8.15,9.74,8.35,1.11,0.71,3.01,0.59,21.22,160.25
2022,6,25,8.12,9.47,8.48,1.31,0.7,2.98,0.57,20.71,156.7
2022,6,26,7.19,6.69,8.15,2,0.62,2.72,0.52,18.62,140.48
2022,6,27,8.17,9.8,8.25,1.24,0.71,2.99,0.58,20.84,159.43
2022,6,28,8.24,10.08,8.33,1.16,0.72,3.01,0.58,21.12,160.86
2022,6,29,7.14,7.13,8.3,1.88,0.62,2.77,0.53,18.78,139.91
2022,6,30,8.1,9.68,8.31,1.25,0.71,3.03,0.59,20.98,158.95
2022,7,1,8.39,10.8,8.49,0.97,0.73,3.11,0.59,21.45,162.68
2022,7,2,7.78,9.12,8.45,1.5,0.68,2.95,0.57,20.28,152.19
2022,7,3,8.41,10.45,8.62,1.3,0.73,3.04,0.59,21.11,160.11
2022,7,4,7.88,8.47,8.48,1.83,0.69,2.94,0.57,20.29,152.01
2022,7,5,8.33,9.74,8.55,1.38,0.73,2.98,0.58,20.98,158.98
2022,7,6,8.73,11.63,8.87,0.95,0.77,-999,0.57,21.23,161.72
2022,7,7,8.43,10.41,8.62,1.47,0.74,2.95,0.57,21.06,160.07
2022,7,8,8.46,10.88,8.57,1.01,0.74,3.05,0.59,21.12,160.84
2022,7,9,8.4,10.26,8.5,1.26,0.74,2.95,0.57,20.8,158.98
2022,7,10,8.05,9.22,8.27,1.62,0.71,2.93,0.57,20.66,156.74
2022,7,11,7.96,8.95,8.29,1.89,0.7,2.88,0.56,20.2,153.69
2022,7,12,7.98,9.07,8.15,1.54,0.7,2.87,0.55,20.49,155.8
2022,7,13,7.71,8.2,8.12,1.59,0.68,2.8,0.55,20.08,151.3
2022,7,14,7.27,6.82,8.04,2.32,0.64,2.65,0.52,18.86,142.44
2022,7,15,6.88,6.73,8.02,2.06,0.61,2.63,0.51,18.28,136.54
2022,7,16,7.98,9.38,8.08,1.28,0.71,2.9,0.56,20.48,156.11
2022,7,17,8.06,9.9,8.11,1.1,0.72,2.91,0.56,20.66,157.45
2022,7,18,7.39,7.83,8.02,1.89,0.66,2.69,0.52,19.38,146.16
2022,7,19,7.47,5.92,8.14,3.32,0.66,2.59,0.51,19.05,144.19
2022,7,20,7.77,7.81,8.04,1.97,0.7,2.72,0.53,19.88,151.02
2022,7,21,7.16,5.68,7.99,3.03,0.64,2.58,0.51,18.59,139.96
2022,7,22,7.06,5.3,7.96,3,0.63,2.59,0.51,18.41,137.89
2022,7,23,6.5,5.96,7.91,2.19,0.59,2.42,0.48,17.21,128.52
2022,7,24,4.86,2.97,7.83,2.81,0.44,1.89,0.38,13.71,99.11
2022,7,25,6.14,4.91,7.7,2.32,0.55,2.36,0.46,16.52,122.16
2022,7,26,6.14,4.94,7.8,2.28,0.55,2.42,0.47,16.82,123.12
2022,7,27,5.76,3.55,7.78,3.01,0.52,2.26,0.44,15.87,115.53
2022,7,28,4.2,1.63,7.53,2.94,0.38,1.68,0.34,12.01,86.12
2022,7,29,6.18,4.82,7.67,2.52,0.56,2.36,0.46,16.65,122.98
2022,7,30,6.83,6.95,7.75,1.71,0.62,2.5,0.48,18.03,134.98
2022,7,31,6.89,6.82,7.73,1.97,0.63,2.56,0.5,18.47,137.57
2022,8,1,7.7,9.25,7.75,1.21,0.71,2.76,0.53,19.97,152.18
2022,8,2,7.44,7.87,7.86,1.61,0.69,2.7,0.52,19.3,145.34
2022,8,3,5.11,3.16,7.71,3.1,0.47,1.86,0.37,13.99,101.95
2022,8,4,4.61,2.81,7.49,2.7,0.43,1.84,0.37,13.11,94.33
2022,8,5,7.71,9.38,7.79,1.11,0.72,2.73,0.53,19.84,150.92
2022,8,6,7.62,8.96,7.76,1.34,0.71,2.73,0.53,19.64,149.3
2022,8,7,6.48,6.02,7.65,2.24,0.6,2.33,0.46,17.14,128.05
2022,8,8,7.2,7.56,7.56,1.66,0.67,2.55,0.49,18.73,141.77
2022,8,9,5.67,4.56,7.51,2.35,0.53,2.1,0.41,15.44,113.66
2022,8,10,5.99,4.84,7.55,2.24,0.56,2.24,0.44,16.2,118.91
2022,8,11,7.07,7.4,7.48,1.74,0.67,2.44,0.48,18.51,139.89
2022,8,12,4.88,4.38,7.41,1.77,0.46,1.85,0.37,13.25,97.25
2022,8,13,7.23,8.15,7.44,1.37,0.69,2.59,0.5,18.67,142.02
2022,8,14,5.92,5.44,7.36,1.71,0.56,2.29,0.45,15.9,117.87
2022,8,15,7.03,7.97,7.43,1.4,0.67,2.44,0.48,18.24,138.05
2022,8,16,7.14,8.51,7.43,1.46,0.69,2.44,0.48,18.41,140.29
2022,8,17,6.66,7.05,7.35,1.54,0.64,2.4,0.47,17.46,131.24
2022,8,18,7.03,7.71,7.32,1.49,0.68,2.43,0.48,18.21,138.16
2022,8,19,5.49,4.09,7.08,2.46,0.53,2.02,0.4,14.9,109.59
2022,8,20,6.61,6.91,7.22,1.93,0.65,2.21,0.44,17.18,130.09
2022,8,21,6.46,6.61,7.16,1.83,0.63,2.17,0.43,16.84,127.52
2022,8,22,7.04,8.64,7.19,1.13,0.7,2.37,0.46,18.03,138.16
2022,8,23,7.1,8.87,7.27,1.08,0.7,2.43,0.48,17.99,137.79
2022,8,24,6.83,7.79,7.13,1.57,0.68,2.41,0.47,17.68,134.52
2022,8,25,6.43,6.66,7.06,1.74,0.64,2.29,0.45,16.77,126.53
2022,8,26,6.96,8.58,7.08,1.27,0.7,2.36,0.46,17.41,134.57
2022,8,27,5.94,6.54,7.04,1.55,0.6,2.14,0.41,15.39,116.38
2022,8,28,7.02,9.18,7.07,1.02,0.71,2.42,0.47,17.71,136.42
2022,8,29,7.06,9.52,7.09,0.91,0.72,2.3,0.45,17.68,136.48
2022,8,30,7.17,9.96,7.16,0.77,0.73,2.3,0.45,17.78,137.38
2022,8,31,7.09,9.4,7.11,1,0.73,2.3,0.45,17.57,135.69
2022,9,1,6.96,9.23,6.97,0.96,0.72,2.28,0.45,17.38,134.41
2022,9,2,6.71,8.47,6.9,1.07,0.7,2.22,0.44,16.95,130.24
2022,9,3,6.87,8.79,6.95,1.06,0.71,2.33,0.45,17.3,132.95
2022,9,4,6.79,8.57,6.91,1.07,0.71,2.27,0.45,17.01,130.71
2022,9,5,6.94,9.44,7.01,0.92,0.73,2.2,0.43,17.11,131.95
2022,9,6,6.75,9.29,6.92,0.84,0.71,2.12,0.41,16.79,129.25
2022,9,7,6.72,8.87,6.76,1.03,0.71,2.05,0.41,16.7,129.66
2022,9,8,4.71,1.98,6.61,3.34,0.5,1.62,0.32,12.28,91.13
2022,9,9,4.77,2.54,6.5,3.06,0.52,1.74,0.34,12.71,93.75
2022,9,10,5.79,5.45,6.53,2.35,0.62,1.91,0.38,14.88,112.89
2022,9,11,6.47,8.4,6.51,1.08,0.7,1.98,0.39,16.01,124.77
2022,9,12,6.18,7.51,6.41,1.56,0.67,1.98,0.39,15.64,120.98
2022,9,13,5.78,6.2,6.49,2.07,0.63,1.88,0.37,14.66,112
2022,9,14,6.54,8.88,6.59,0.99,0.72,2,0.39,15.87,123.64
2022,9,15,6.51,9.12,6.57,0.91,0.73,2.04,0.4,15.86,123.45
2022,9,16,6.35,8.96,6.6,0.83,0.71,2.01,0.39,15.49,119.79
2022,9,17,6.51,9.03,6.68,0.91,0.73,2.03,0.4,15.83,122.01
2022,9,18,6.73,9.46,6.81,0.88,0.76,2.03,0.4,15.8,122.45
2022,9,19,6.48,9.28,6.59,0.86,0.73,2.04,0.4,15.63,121.17
2022,9,20,3.92,2.53,6.24,2.35,0.45,1.55,0.3,10.71,77.13
2022,9,21,2.58,1.64,6.06,1.65,0.3,1.12,0.22,7.67,53.55
2022,9,22,4.2,3.21,6.04,2.25,0.48,1.59,0.3,11.42,83.78
2022,9,23,5.37,6.38,6.02,1.42,0.62,1.84,0.36,13.79,105.3
2022,9,24,6.01,8.91,6.15,0.73,0.7,1.86,0.37,14.84,115.37
2022,9,25,6.3,9.58,6.28,0.73,0.74,1.84,0.37,15.05,117.97
2022,9,26,6,8.84,6.1,0.77,0.72,1.82,0.36,14.56,114.05
2022,9,27,5.97,8.69,6.02,0.82,0.72,1.79,0.35,14.6,114.3
2022,9,28,5.24,4.44,5.94,2.64,0.63,1.63,0.31,13.15,100.61
2022,9,29,5.71,7.54,5.91,1.34,0.7,1.62,0.32,14.02,109.5
2022,9,30,5.89,8.99,5.89,0.73,0.72,1.61,0.32,14.27,112.42
2022,10,1,5.81,8.83,5.81,0.72,0.72,1.57,0.31,14.14,111.35
2022,10,2,5.6,8.01,5.72,0.9,0.7,1.55,0.31,13.79,108.11
2022,10,3,5.13,6.5,5.71,1.15,0.64,1.49,0.3,12.79,98.63
2022,10,4,5.66,8.47,5.67,0.82,0.71,1.5,0.3,13.69,108.14
2022,10,5,5.4,7.8,5.75,0.92,0.69,1.45,0.29,12.96,101.55
2022,10,6,5.36,6.83,5.61,1.3,0.69,1.41,0.28,13.03,101.9
2022,10,7,5.36,7.23,5.52,1.29,0.69,1.38,0.27,12.95,101.91
2022,10,8,4.63,4.84,5.42,1.77,0.6,1.22,0.24,11.58,88.9
2022,10,9,5.44,8.32,5.42,0.81,0.71,1.3,0.27,13.07,103.8
2022,10,10,5.42,8.59,5.41,0.73,0.71,1.31,0.27,13.03,103.39
2022,10,11,5.4,8.62,5.42,0.73,0.72,1.29,0.26,12.83,102.15
2022,10,12,5.46,8.93,5.45,0.68,0.73,1.27,0.26,12.77,102.08
2022,10,13,5.44,8.87,5.43,0.69,0.73,1.38,0.27,12.72,101.44
2022,10,14,5.45,8.96,5.47,0.75,0.74,1.45,0.29,12.59,100.51
2022,10,15,2.85,2.13,5.05,1.58,0.39,0.95,0.19,7.63,56.03
2022,10,16,4.67,6.34,5.1,1.31,0.65,1.12,0.23,11.05,87.56
2022,10,17,5.01,8.3,5.15,0.67,0.7,1.17,0.23,11.95,95.07
2022,10,18,5.2,8.75,5.21,0.66,0.73,1.21,0.24,12.2,97.44
2022,10,19,5.17,8.44,5.18,0.73,0.73,1.25,0.25,12.05,96.51
2022,10,20,4.87,7.06,5.17,1.43,0.7,1.24,0.24,11.3,89.93
2022,10,21,5.07,8.51,5.07,0.66,0.73,1.22,0.24,11.68,94.09
2022,10,22,4.68,7.32,4.92,0.88,0.68,1.16,0.23,11.04,88.02
2022,10,23,4.25,5.93,4.96,1.23,0.62,1.02,0.2,10,78.62
2022,10,24,5.25,9.13,5.27,0.58,0.77,1.09,0.22,11.63,93.5
2022,10,25,4.96,8.64,5.11,0.55,0.73,1.15,0.23,11.27,90.11
2022,10,26,5.08,9.26,5.05,0.51,0.77,1.17,0.23,11.46,92.55
2022,10,27,5.05,9.51,5,0.49,0.77,1.14,0.23,11.3,91.7
2022,10,28,5.07,9.61,5.03,0.49,0.77,1.09,0.22,11.19,90.96
2022,10,29,4.97,9.37,4.92,0.5,0.77,1.09,0.22,11.01,89.69
2022,10,30,3.74,3.98,4.83,2.12,0.58,0.87,0.17,8.86,68.11
2022,10,31,4.85,9.2,4.8,0.51,0.76,0.91,0.19,10.71,87.57
2022,11,1,3.22,2.1,4.59,2.3,0.51,0.78,0.16,7.8,58.85
2022,11,2,3.97,5.58,4.6,1.32,0.63,0.83,0.16,9.15,72.73
2022,11,3,2.69,3.27,4.58,1.31,0.43,0.59,0.12,6.46,49.39
2022,11,4,4.73,9.32,4.67,0.47,0.77,0.78,0.16,10.29,84.79
2022,11,5,4.18,5.21,4.6,1.67,0.68,0.91,0.18,9.59,76.01
2022,11,6,4.59,9.16,4.54,0.46,0.76,0.95,0.2,10.24,83.9
2022,11,7,4.17,6.16,4.46,1.41,0.7,0.88,0.18,9.46,76.09
2022,11,8,4.44,8.86,4.39,0.47,0.74,0.93,0.19,9.99,82.07
2022,11,9,2.2,2.29,4.33,1.21,0.37,0.61,0.12,5.66,41.88
2022,11,10,4.58,9.5,4.52,0.42,0.77,0.9,0.18,9.84,81.25
2022,11,11,4.38,7.98,4.47,0.83,0.75,0.83,0.16,9.52,77.88
2022,11,12,4.42,9.07,4.37,0.47,0.77,0.86,0.17,9.57,79.2
2022,11,13,4.39,9,4.33,0.47,0.77,0.8,0.16,9.34,77.66
2022,11,14,4.33,8.85,4.28,0.51,0.76,0.75,0.15,9.22,76.84
2022,11,15,4.18,7.87,4.24,0.57,0.73,0.73,0.15,9.01,74.39
2022,11,16,4.31,9.06,4.25,0.47,0.77,0.72,0.15,9.08,75.95
2022,11,17,4.26,8.84,4.2,0.49,0.77,0.75,0.15,8.93,74.84
2022,11,18,4.02,7.31,4.11,0.81,0.73,0.68,0.14,8.51,70.7
2022,11,19,4.03,8.01,3.97,0.59,0.73,0.62,0.12,8.44,71.24
2022,11,20,4.06,8.28,4,0.56,0.74,0.59,0.12,8.63,72.01
2022,11,21,4.05,7.98,4.06,0.61,0.75,0.66,0.13,8.71,71.95
2022,11,22,3.68,5.05,4.06,1.67,0.68,0.7,0.14,8.13,65.26
2022,11,23,3.93,7.89,3.97,0.72,0.73,0.63,0.12,8.41,69.68
2022,11,24,4.12,8.99,4.07,0.42,0.77,0.66,0.13,8.76,72.82
2022,11,25,4,8.52,3.95,0.48,0.76,0.68,0.14,8.55,71.37
2022,11,26,4,8.57,3.95,0.47,0.76,0.71,0.14,8.49,70.87
2022,11,27,3.97,8.48,3.92,0.47,0.76,0.68,0.14,8.43,70.34
2022,11,28,3.57,5.91,3.8,1.04,0.69,0.62,0.12,7.88,64.47
2022,11,29,3.84,7.99,3.82,0.52,0.74,0.58,0.12,8.15,68.26
2022,11,30,3.66,7.52,3.77,0.72,0.71,0.57,0.12,7.92,65.84
2022,12,1,3.31,4.37,3.72,1.6,0.65,0.56,0.11,7.36,59.44
2022,12,2,2.86,2.09,3.53,1.93,0.56,0.54,0.11,6.77,52.7
2022,12,3,0.73,0.37,3.46,0.59,0.14,0.18,0.04,2.17,14.37
2022,12,4,1.39,0.58,3.3,1.16,0.27,0.34,0.07,3.94,27.44
2022,12,5,2.77,4.61,3.52,0.89,0.55,0.53,0.11,6.52,51.95
2022,12,6,2.85,3.38,3.64,1.47,0.57,0.52,0.11,6.53,51.43
2022,12,7,2.62,3.28,3.54,1.4,0.52,0.5,0.1,6.19,48.3
2022,12,8,3.61,7.83,3.65,0.51,0.73,-999,0.12,7.67,64.59
2022,12,9,3.74,8.43,3.69,0.42,0.76,0.59,0.12,7.84,66.36
2022,12,10,3.66,7.98,3.7,0.55,0.74,0.55,0.11,7.7,64.98
2022,12,11,3.7,8.23,3.69,0.43,0.75,0.54,0.11,7.76,65.51
2022,12,12,3.1,5.65,3.57,0.77,0.63,0.48,0.09,6.76,55.48
2022,12,13,2.98,5.55,3.59,0.93,0.61,0.41,0.08,6.48,53.24
2022,12,14,3.68,8.38,3.63,0.43,0.75,0.48,0.09,7.72,65.34
2022,12,15,3.53,7.45,3.49,0.56,0.73,0.55,0.11,7.52,63.52
2022,12,16,3.06,4.38,3.7,1.58,0.62,0.54,0.11,6.82,54.44
2022,12,17,3.76,8.63,3.74,0.5,0.77,0.57,0.12,7.81,65.44
2022,12,18,2.26,2.39,3.47,1.43,0.47,0.42,0.09,5.49,41.72
2022,12,19,3.7,8.5,3.65,0.46,0.76,0.48,0.09,7.57,64.29
2022,12,20,2.6,1.92,3.61,1.97,0.54,0.43,0.09,6.08,46.68
2022,12,21,3.6,8.07,3.57,0.48,0.74,0.49,0.1,7.62,64.23
2022,12,22,3.41,6.54,3.49,0.75,0.7,0.48,0.1,7.35,61.33
2022,12,23,3.55,7.49,3.51,0.55,0.73,0.52,0.1,7.49,63.27
2022,12,24,3.55,8.1,3.51,0.46,0.73,0.55,0.11,7.65,64.67
2022,12,25,3.53,7.33,3.55,0.56,0.73,0.57,0.12,7.64,63.92
2022,12,26,3.25,4.98,3.53,1.13,0.66,0.51,0.1,7.18,58.69
2022,12,27,2.54,1.4,3.44,1.97,0.52,0.45,0.09,6.1,46.84
2022,12,28,1.31,1.63,3.36,0.77,0.27,0.25,0.05,3.49,25.42
2022,12,29,2.07,1.31,3.38,1.57,0.42,0.34,0.07,5.25,39.25
2022,12,30,2.09,2.19,3.43,1.28,0.42,0.37,0.08,5.34,39.73
2022,12,31,2.41,2.16,3.45,1.61,0.49,0.44,0.09,6.03,45.49
2023,1,1,1.04,0.8,3.34,0.75,0.21,0.23,0.05,3.01,20.95
2023,1,2,3.07,5.18,3.54,0.98,0.62,0.41,0.08,6.77,55.18
2023,1,3,3.12,5.1,3.51,1.01,0.62,0.45,0.09,6.98,56.59
2023,1,4,3.05,4.56,3.55,1.27,0.61,0.5,0.1,7.1,56.54
2023,1,5,2.02,0.93,3.59,1.66,0.4,0.45,0.09,5.43,38.71
2023,1,6,2.82,1.98,3.74,2.04,0.56,0.55,0.11,6.82,51.95
2023,1,7,3.68,7.1,3.79,0.75,0.73,0.62,0.12,8.05,65.77
2023,1,8,3.6,6.64,3.7,0.83,0.7,0.59,0.12,7.95,64.95
2023,1,9,3.02,3.44,3.68,1.73,0.59,0.53,0.11,7.1,55.34
2023,1,10,3.03,3.3,3.77,1.58,0.59,0.56,0.12,7.2,55.7
2023,1,11,3.48,5.44,3.84,1.28,0.67,0.53,0.11,7.88,62.97
2023,1,12,3.86,7.82,3.88,0.62,0.74,0.63,0.12,8.52,69.65
2023,1,13,3.26,3.32,3.83,1.97,0.62,0.62,0.12,7.63,59.52
2023,1,14,1.63,0.73,3.85,1.33,0.31,0.38,0.08,4.55,31.45
2023,1,15,1.38,0.73,3.71,1.11,0.26,0.3,0.06,4.06,27.45
2023,1,16,1.78,1.19,3.69,1.29,0.34,0.39,0.08,4.93,34.98
2023,1,17,3.39,6.35,3.9,0.82,0.63,0.51,0.1,7.63,61.45
2023,1,18,4.06,8.57,4.04,0.53,0.75,0.53,0.1,8.75,71.9
2023,1,19,4.08,8.21,4.06,0.62,0.75,0.59,0.12,8.84,72.35
2023,1,20,3.99,7.93,4.11,0.7,0.73,0.54,0.11,8.69,70.77
2023,1,21,4.16,8.44,4.17,0.57,0.76,0.59,0.12,9.11,73.95
2023,1,22,4.07,7.7,4.15,0.9,0.73,0.62,0.12,9.02,72.8
2023,1,23,3.08,3.96,4.13,1.51,0.55,0.48,0.09,7.24,55.95
2023,1,24,4.19,8.17,4.21,0.62,0.74,0.6,0.12,9.22,74.8
2023,1,25,4.21,8.44,4.28,0.6,0.74,-999,0.13,9.36,75.59
2023,1,26,4.47,9.13,4.45,0.52,0.78,0.67,0.13,9.73,78.35
2023,1,27,4.42,8.79,4.43,0.58,0.77,0.7,0.14,9.71,78.13
2023,1,28,4.41,8.62,4.43,0.6,0.76,0.76,0.16,9.73,78.15
2023,1,29,4.46,8.85,4.43,0.55,0.76,0.88,0.18,9.98,80.08
2023,1,30,2.61,2.55,4.31,1.52,0.45,0.62,0.12,6.64,49.04
2023,1,31,2.77,2.37,4.33,1.71,0.47,0.66,0.13,7.26,53.02
2023,2,1,4.53,8.63,4.51,0.61,0.75,0.82,0.16,10.24,81.8
2023,2,2,4.67,9.22,4.63,0.52,0.77,0.86,0.17,10.5,83.88
2023,2,3,3.1,2.54,4.63,2.04,0.51,0.72,0.14,7.91,57.94
2023,2,4,4.74,8.72,4.76,0.81,0.77,0.9,0.18,10.42,83.46
2023,2,5,4.81,9.29,4.77,0.54,0.77,0.94,0.19,10.71,85.66
2023,2,6,4.71,8.85,4.76,0.64,0.75,0.89,0.18,10.53,84.07
2023,2,7,4.93,9.67,4.89,0.49,0.78,0.84,0.17,11.01,87.62
2023,2,8,4.79,8.53,4.82,0.74,0.75,0.85,0.17,10.84,86.27
2023,2,9,5.1,9.78,5.04,0.53,0.8,0.92,0.19,11.25,89.43
2023,2,10,5.15,9.97,5.12,0.51,0.8,0.98,0.2,11.48,90.83
2023,2,11,4.48,6.2,4.98,1.4,0.69,0.92,0.19,10.34,80.29
2023,2,12,4.43,5.42,4.96,1.81,0.67,0.9,0.18,10.31,79.88
2023,2,13,3.39,3.63,4.92,1.68,0.51,0.72,0.15,8.49,63.58
2023,2,14,1.7,1.18,4.85,1.16,0.25,0.41,0.09,4.95,34.33
2023,2,15,5.24,9.61,5.38,0.61,0.77,0.89,0.18,11.71,91.88
2023,2,16,5.45,10.1,5.43,0.54,0.8,0.98,0.2,12.11,95.52
2023,2,17,4.02,1.91,5.35,3.02,0.59,0.97,0.2,9.85,73.07
2023,2,18,5.06,7.33,5.22,1.39,0.73,1.07,0.21,11.48,90.41
2023,2,19,4.65,5.92,5.16,1.64,0.66,0.97,0.2,10.99,85.2
2023,2,20,4.98,7.49,5.22,1.01,0.7,1.17,0.23,11.79,91.95
2023,2,21,3.86,4.25,5.24,1.62,0.54,1.01,0.2,9.92,73.49
2023,2,22,4.52,5.63,5.52,1.58,0.63,0.96,0.2,10.78,82.02
2023,2,23,4.12,5.25,5.51,1.51,0.57,0.86,0.17,10.12,76.21
2023,2,24,5.39,8.5,5.48,0.85,0.74,1.06,0.21,12.7,98.95
2023,2,25,5.32,7.2,5.56,1.34,0.73,1.09,0.22,12.41,96.41
2023,2,26,4.73,6.23,5.74,1.62,0.64,1.12,0.23,11.59,87.38
2023,2,27,5.83,10.18,5.8,0.57,0.78,1.35,0.27,13.52,105.45
2023,2,28,5.12,7.28,5.72,1.23,0.68,1.3,0.27,12.38,94.35
2023,3,1,2.52,1.85,5.66,1.56,0.33,0.81,0.16,7.15,50.09
2023,3,2,4.42,4.98,5.89,1.85,0.58,0.98,0.2,11.08,81.88
2023,3,3,5.84,9.64,5.9,0.75,0.76,1.2,0.24,13.63,106.28
2023,3,4,5.85,9.51,5.93,0.79,0.75,-999,0.27,13.65,106.45
2023,3,5,4.6,2.37,6.14,3.3,0.59,1.27,0.25,11.62,84.75
2023,3,6,5.23,3.83,6.08,2.9,0.66,1.42,0.28,12.69,95.61
2023,3,7,4.73,3.54,6.17,2.97,0.59,1.34,0.26,11.88,87.92
2023,3,8,5.84,7.6,6.26,1.58,0.73,1.41,0.28,13.77,105.54
2023,3,9,4.8,5.18,6.18,2.1,0.59,1.23,0.24,11.91,89.64
2023,3,10,5.08,4.05,6.05,2.59,0.62,1.4,0.27,12.84,96
2023,3,11,3.93,1.71,5.93,2.93,0.48,1.2,0.23,10.6,77.16
2023,3,12,6.19,9.11,6.23,1.01,0.75,1.55,0.31,14.61,113.76
2023,3,13,6.21,8.52,6.28,1.05,0.74,1.5,0.3,14.7,114.16
2023,3,14,4.96,3.9,6.24,2.63,0.59,1.39,0.27,12.68,94.35
2023,3,15,1.99,0.99,6.09,1.46,0.23,0.71,0.14,6.35,42.73
2023,3,16,5.24,4.81,6.43,2.66,0.62,1.46,0.29,13.21,99.23
2023,3,17,6.32,8.92,6.6,1.08,0.73,1.55,0.31,14.73,114.36
2023,3,18,6.38,8.37,6.62,1.75,0.74,1.55,0.31,14.83,115.41
2023,3,19,3.18,1.23,6.29,2.46,0.37,0.92,0.19,8.65,62.38
2023,3,20,4.15,1.71,6.49,3.01,0.48,1.3,0.26,11.31,80.86
2023,3,21,1.63,0.67,6.41,1.24,0.19,0.67,0.13,5.3,35.19
2023,3,22,5,4.42,6.8,2.33,0.56,1.62,0.32,12.83,94.43
2023,3,23,6.31,8.74,6.83,1.19,0.71,1.67,0.34,15.11,116
2023,3,24,6.9,10.25,6.91,0.8,0.77,1.57,0.32,15.98,124.52
2023,3,25,6.65,9.33,6.91,1.05,0.73,1.53,0.3,15.45,120.09
2023,3,26,7.08,10.14,7.11,0.88,0.78,1.72,0.34,16.22,126.11
2023,3,27,7.04,9.74,7.23,1.12,0.77,1.91,0.38,16.21,125.2
2023,3,28,7.09,9.82,7.18,1.1,0.77,2.04,0.41,16.55,127.73
2023,3,29,7.14,9.71,7.31,1.34,0.77,2.1,0.41,16.43,127.04
2023,3,30,5.74,6.39,7.17,1.91,0.62,1.75,0.34,14.02,105.52
2023,3,31,7.19,9.43,7.31,1.19,0.77,1.98,0.39,16.89,130.08
2023,4,1,7.02,8.74,7.33,1.3,0.74,2.23,0.44,16.76,127.12
2023,4,2,7.45,11.16,7.43,0.7,0.79,2.3,0.45,17.48,134.59
2023,4,3,7.44,11.19,7.42,0.69,0.78,2.45,0.48,17.81,136.3
2023,4,4,7.85,12.11,7.87,0.62,0.82,2.44,0.48,18.2,138.42
2023,4,5,7.59,11.12,7.61,0.82,0.79,-999,0.41,17.71,136.26
2023,4,6,6.71,5.04,7.61,3.31,0.7,1.8,0.36,16.19,121.68
2023,4,7,6.85,7.24,7.62,2.88,0.7,1.75,0.34,16.09,123.19
2023,4,8,7.03,8.17,7.51,2.1,0.72,1.84,0.37,16.74,128.51
2023,4,9,7.55,10.67,7.55,0.77,0.77,2.15,0.43,18.1,139.04
2023,4,10,7.47,10.5,7.46,0.84,0.76,2.16,0.43,17.95,138.54
2023,4,11,7.64,10.72,7.63,0.84,0.77,2.21,0.44,18.01,139.09
2023,4,12,5.62,3.31,7.73,3.73,0.56,1.78,0.35,14.09,103.82
2023,4,13,5.94,4.38,7.66,3.12,0.59,1.99,0.39,15.08,111.37
2023,4,14,7.82,11.01,7.81,0.79,0.78,2.24,0.45,18.56,142.48
2023,4,15,7.68,10.41,7.74,1.01,0.76,-999,0.42,18.12,140.15
2023,4,16,7.76,9.84,7.91,1.24,0.77,2.4,0.47,18.41,140.87
2023,4,17,7.94,11.26,7.92,0.74,0.78,2.48,0.48,18.91,144.96
2023,4,18,7.35,6.91,7.92,2.7,0.72,2.24,0.45,17.52,133.6
2023,4,19,7.96,9.94,8.14,1.25,0.77,2.41,0.47,18.66,142.62
2023,4,20,8.13,11.44,8.16,0.81,0.79,-999,0.46,19.11,146.72
2023,4,21,8.08,11.25,8.1,0.81,0.78,2.23,0.45,19.17,147.23
2023,4,22,7.47,8.12,7.8,1.81,0.72,2.13,0.43,18.33,139.72
2023,4,23,7.63,9.32,7.84,1.31,0.73,2.16,0.43,18.68,142.84
2023,4,24,7.25,7.83,8.04,2.66,0.7,1.89,0.38,17.41,133.14
2023,4,25,7.89,10.08,7.91,1.11,0.75,1.98,0.4,18.62,144.46
2023,4,26,8.24,11.37,8.25,0.8,0.78,2.13,0.43,19.48,149.74
2023,4,27,8.09,10.32,8.17,1.11,0.77,2.05,0.41,19.23,147.77
2023,4,28,8.11,10.69,8.12,0.95,0.77,2.06,0.41,19.28,148.76
